bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,zh,zh_rank
6819,8279,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,17,5506,1,,,,,,,,,1394,66,7,15,,,,,,,,,23,41,,,320,35,,,,,,,,,,,,,,,29,34,,,,,,,,,,,,,,,,,,,,,,,2,6,,,110,54,,,,,,,,,,,,,14,44,,,,,,,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,63,53,,,22,30,,,,,,,,,,,,,336,15,,,,,57,36,,,,,135,49,,,,,,,,,,,,,,,,,16,16,,,,,,,,,,,,,74,26,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,38
5432,8239,24,,,,,,,,,,,56,8,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,63,,,,,,,,,5781,18,,,830,16,,,,,74,8,9,91,,,127,70,,,,,,,,,,,,,7,4,54,21,73,3,,,,,,,,,,,,,,,246,6,,,,,,,,,95,59,63,55,,,,,,,,,,,22,33,,,,,,,,,,,,,,,,,16,7,,,,,,,9,5,,,13,3,,,,,,,,,,,,,,,78,49,7,10,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,7,3,,,318,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,44
2136,7738,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,8,,,,,,,,,,,,,,,,,,,,,,,157,8,,,,,,,2852,7,,,,,,,,,2164,47,11,9,133,53,,,,,197,3,,,,,177,60,,,,,,,,,,,,,,,,,,,,,78,6,,,,,101,14,,,,,,,,,,,,,,,223,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,580,8,,,,,,,,,,,,,,,,,465,10,,,,,,,,,,,69,66,,,,,,,,,,,,,,,,,67,4,,,,,,,,,7,3,,,277,8,,,,,,,,,,,,,,,,,56,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,64
27443,6936,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,34,,,,,,,51,19,,,3,7,26,27,550,39,,,,,,,,,804,97,3,39,689,18,12,12,,,,,252,4,,,308,36,,,,,,,,,,,,,,,,,,,,,29,11,,,,,,,,,,,,,,,,,,,,,323,26,,,,,,,,,,,,,739,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,23,,,,,,,,,,,,,,,,,242,22,,,,,200,18,,,,,582,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,3
2392,6623,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53,,,,,,,57,18,,,,,,,579,36,,,,,,,,,3706,26,,,304,29,,,7,12,92,6,,,,,598,21,,,,,,,,,,,,,,,,,,,,,,,,,,,12,42,,,,,,,,,,,,,,,276,29,237,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,26,,,33,22,,,,,,,,,,,,,202,24,,,,,142,24,,,,,,,,,,,,,,,,,,,,,,,8,25,,,,,,,4,12,,,,,118,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,46
2952,6245,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,,,,,,,,,,,,,94,9,635,32,,,,,,,,,3179,32,6,20,525,21,,,11,7,,,87,16,,,635,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,,,,,,,,,360,25,50,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,20,,,34,21,,,,,,,,,,,,,,,,,,,82,28,,,,,124,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,5837,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,6,,,,,,,,,,,,,,,13,27,,,,,,,,,,,,,71,14,2371,11,,,,,,,,,34,762,8,13,195,40,15,11,,,14,13,101,14,,,244,46,,,7,2,,,,,,,,,,,16,41,,,,,,,,,,,361,3,,,,,,,,,,,,,,,424,18,98,47,,,,,,,,,,,21,34,,,,,,,,,10,2,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,45,8,7,71,9,,,,,,,,,,,,,254,19,,,,,735,7,,,153,2,139,48,,,,,,,,,,,,,,,,,48,8,4,15,,,,,,,,,,,68,30,,,,,,,,,,,,,,,,,63,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,36
5894,5740,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,33,,,,,,,,,,,,,,,293,58,,,,,,,,,2159,48,,,427,22,,,,,,,47,27,,,275,40,,,,,,,,,,,,,,,29,33,,,,,,,,,,,,,,,,,,,,,,,,,,,179,43,810,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,41,,,,,,,,,,,,,,,,,,,,,,,334,13,,,,,958,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,16,,,,,54,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5723,31,,,,,,,,,,,333,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,52,,,,,,,,,3742,25,,,416,23,,,,,,,,,,,352,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,38,,,,,,,,,,,,,,,,,119,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,5582,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,62,,,,,,,,,4712,21,6,18,,,,,,,,,17,49,,,295,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,40,,,,,,,,,,,,,,,,,25,71,,,,,,,,,,,104,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,40,,,,,,,,,,,,,,,,,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,5519,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,40,,,,,,,,,,,,,,,508,45,,,,,,,,,3342,29,,,,,,,,,,,,,,,223,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040,12,,,,,,,,,,,76,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,25,,,,,,,,,,,,,,,,,,,,,,,129,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,5369,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,24,,,,,,,61,17,,,,,39,19,1177,17,,,,,,,,,2,951,,,266,32,,,,,,,67,25,,,,,,,,,,,,,,,7,3,,,16,42,,,,,,,,,,,139,10,,,,,,,,,,,,,,,546,13,321,28,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,19,,,,,,,,,,,,,,,,,156,27,,,,,,,,,,,2172,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,28,,,,,,,,,,,,,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,5282,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,35,,,,,,,,,,,,,21,31,515,44,,,,,,,,,3549,28,,,168,44,,,,,,,31,32,,,601,20,,,,,,,,,,,,,,,,,,,,,,,,,,,17,33,,,,,,,,,,,,,,,213,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,36,,,,,,,,,,,,,56,46,,,,,,,,,,,38,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,45,,,,,,,,,,,,,,,,,,,,,,,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5178,36,,,,,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,,,,,,,21,29,,,,,,,,,,,,,,,,,2310,43,3,36,1608,8,,,,,,,39,29,,,268,43,,,,,,,,,,,,,,,61,18,,,,,,,,,,,14,39,,,,,,,,,,,,,,,209,34,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,46,16,,,,,,,,,,,,,34,63,,,,,80,30,,,,,11,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,23,,,,,,,,,,,15,12,,,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,15
39856,5161,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,,,,,,,,,,,,,,,19,16,,,,,,,39,21,,,,,14,43,450,49,,,,,,,,,2153,49,,,,,,,,,,,,,,,511,25,,,,,,,,,,,,,,,47,24,,,,,,,,,,,80,18,,,,,,,,,,,,,,,443,16,,,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,,,,,,,,,,,,,291,18,,,,,,,,,,,808,18,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,21
36218,5147,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,56,,,,,,,35,22,,,,,6,63,850,24,,,,,,,,,2791,36,,,,,,,,,,,18,46,,,169,64,,,,,,,,,,,,,,,24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,81,68,859,13,,,,,,,,,,,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,44,,,17,32,,,,,,,,,,,,,52,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,34
41114,5128,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5128,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,4986,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44,,,,,,,,,,,,,13,44,261,60,,,,,,,,,3261,31,,,,,,,,,,,23,39,,,271,42,,,,,,,,,,,,,,,15,43,,,,,,,,,,,,,,,,,,,,,,,2,5,,,167,46,502,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,46,,,8,41,,,,,,,,,,,,,17,87,,,,,51,40,,,,,207,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,62,,,,,,,,,,,,,,,,,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,47
1111,4952,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59,,,,,,,,,,,,,,,672,30,,,,,24,9,,,3273,30,,,370,27,,,,,,,,,,,243,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,4869,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,13,29,,,,,,,45,20,,,,,,,150,98,,,,,,,,,1957,53,9,11,596,19,11,13,,,,,15,54,,,120,72,,,,,,,,,,,,,,,28,36,12,6,,,,,,,,,17,34,,,,,,,,,,,,,,,64,82,818,15,,,,,,,,,,,31,25,,,,,,,,,8,4,,,,,,,,,,,,,,,11,4,,,,,40,7,,,,,,,,,,,,,36,72,7,11,9,39,,,,,,,,,,,,,84,38,,,,,168,22,,,,,415,26,,,,,,,,,,,,,8,5,13,2,17,15,,,,,,,,,,,,,24,53,,,,,13,5,,,,,,,,,,,34,23,,,,,18,19,,,3,2,,,,,57,7,,,,,,,,,,,,,,,,,,,,
5242,4455,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426,22,,,13,116,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,4450,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4404,23,,,,,,,,,,,,,,,12,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,111
1917,4447,45,,,,,,,,,,,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,37,,,,,,,22,26,,,,,74,13,286,59,,,,,,,,,2314,42,5,24,258,33,,,,,38,9,31,33,,,206,54,,,,,,,,,,,,,,,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,,106,56,,,,,,,,,,,,,165,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,10,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,146,46,,,,,,,,,,,,,,,,,7,27,,,,,,,,,,,,,62,32,,,,,,,,,,,,,,,,,,,,,,,9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,51
2785,4322,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,3,,,,,,,,,,,,,16,37,222,69,,,,,,,,,464,133,,,2010,4,,,14,4,,,2,137,,,612,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,23,40,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,13,,,,,,,,,,,,,,,10,1,30,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,19,81
9209,4269,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,38,,,,,,,,,,,,,16,38,571,37,,,,,,,,,2632,39,,,29,97,,,,,,,188,6,,,6,350,,,,,,,,,,,,,,,,,,,,,,,,,,,10,43,,,,,,,,,,,,,,,170,44,3,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,138,32,4,16,67,11,,,,,,,,,,,,,106,32,,,,,,,,,,,225,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41,,,,,,,,,,,24,10,,,,,,,,,,,,,,,,,,,,,19,11,,,,,,,,,,,,,,,,,,,,
2281,4241,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,26,,,,,,,,,,,,,,,,,,,,,,,,,2634,38,,,1034,15,,,,,,,,,,,273,41,,,,,,,,,,,,,,,38,27,,,,,,,,,,,,,,,,,,,,,,,,,,,199,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,4171,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31,,,,,,,204,74,,,,,,,,,2910,35,,,,,,,,,,,,,,,199,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,60,381,25,,,,,,,,,,,12,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,42,,,12,34,,,,,,,,,,,,,,,,,,,,,,,,,216,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,3960,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,,9,49,,,,,,,157,93,,,,,,,,,1816,57,,,284,30,,,,,,,,,,,286,39,,,,,,,,,,,,,,,,,,,,,,,,,,,51,23,,,,,,,,,,,,,,,620,10,,,,,,,,,,,,,319,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,14
13713,3940,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,,,,,,,32,22,731,29,,,,,,,,,1231,72,,,170,43,,,8,11,,,28,34,,,431,28,,,,,,,,,,,,,,,51,23,,,,,,,,,,,13,41,,,,,,,,,,,1,7,,,126,52,322,27,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,41,,,,,392,9,,,,,21,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,44,,,,,,,,,,,,,,,,,119,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,25
2399,3894,52,,,,,,,,,,,23,12,,,,,,,8,3,,,,,,,,,9,17,,,,,,,,,7,6,,,,,15,22,,,,,,,21,30,,,,,,,165,89,,,,,,,,,1793,58,6,19,267,31,,,,,9,14,10,81,,,147,68,,,,,,,,,,,,,,,29,31,,,,,,,,,,,28,26,,,,,,,,,,,,,,,136,51,214,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,65,,,,,,,10,2,,,,,,,,,140,28,,,,,363,12,,,9,14,312,34,,,,,,,,,,,,,,,,,14,17,,,,,,,,,,,,,29,46,,,,,,,,,,,,,,,,,9,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,31
11733,3854,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,117,,,,,,,3,1,888,89,,,,,,,,,,,,,,,243,48,,,,,,,,,,,,,,,,,,,,,193,2,,,,,7,47,,,,,,,,,,,,,,,2260,3,25,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,63,3,,,,,34,5,,,,,9,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4112,3608,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,28,,,,,,,,,,,,,30,24,179,83,,,,,,,,,1406,65,5,26,215,37,,,8,10,,,,,,,192,57,,,,,,,,,,,,,,,46,25,,,,,,,,,,,,,,,,,22,13,,,,,,,,,105,57,80,50,,,,,,,,,,,35,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,18,,,22,29,,,,,,,,,,,,,221,23,,,,,186,19,,,,,198,42,,,,,,,,,,,,,,,,,11,20,,,,,,,,,,,,,11,76,,,,,,,,,,,136,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,23
9364,3346,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2934,6,,,,,,,,,346,169,,,,,,,,,,,,,,,52,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,3293,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,34,,,,,,,801,26,,,,,,,,,2425,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3210,57,,,,,,,,,,,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,30,,,,,,,14,39,,,,,,,147,100,,,,,,,,,2292,44,,,140,50,,,,,,,17,48,,,183,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,50,,,,,,,,,,,,,,,,,41,55,,,,,46,44,,,,,143,47,,,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3115,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
