bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
171,280785,1,240,1,31,1,17,1,30,1,22,1,5673,1,17,1,20,1,19,1,39,1,1,1,8,1,1189,1,35,1,22,1,16,2,,,54,1,1045,1,154,1,170,1,379,1,14,1,20,1,615,1,21,1,568,1,17,1,19,1,33,1,2019,2,18,1,43,1,984,1,19642,1,10,1,14,1,15,1,1704,1,13,1,78072,1,80,1,24422,1,713,1,60,1,4295,1,5981,1,15,1,29,1,16778,1,,,20,1,24,1,43,1,11,1,11,1,16,1,34,1,84,1,11,1,,,4468,1,1238,1,44,1,1144,2,11,1,6,1,4027,1,247,2,,,20,1,1691,2,12,1,18,1,16,1,189,1,26877,2,3961,6,16,1,13,1,23,1,866,1,722,1,117,1,722,2,19,1,12,1,63,2,83,1,29,1,18,1,16,1,26,1,993,1,403,1,6,2,11,2,13,2,176,1,142,1,112,1,585,1,167,3,12,1,74,1,18,1,17,1,27,1,13,1,4766,2,29,2,1716,1,10,1,,,9,1,16,2,5,1,16,1,13,1,25,1,,,14,1,12519,1,18,1,29,1,6793,2,12,1,12,1,1337,1,13553,1,14,1,20,1,11,1,10,1,13,1,20,1,21,1,9,1,261,3,106,1,1173,1,459,2,,,294,1,863,3,,,24,1,3297,1,25,2,,,217,1,,,243,1,32,1,1137,1,17,1,52,1,90,1,5386,2,23,1,,,743,2,106,1,247,1,32,1,16,1,2742,1,,,15,1,,,12,2,,,14,3,6,1,21,1,14,1,26,1,,,6950,1
2223,175758,2,,,,,,,,,,,1848,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,14,,,,,,,2949,1,,,,,187,9,10292,4,,,,,,,,,,,36081,2,,,8740,2,,,,,3220,3,4135,2,,,,,7618,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,1,,,,,773,4,,,,,,,,,31087,1,9031,1,,,,,15,3,,,,,,,177,10,,,,,,,,,,,,,,,,,345,4,,,,,,,,,,,15,5,,,,,187,2,,,,,,,,,,,,,1706,8,,,1254,2,,,,,,,,,,,,,,,,,,,,,12134,2,,,,,23813,1,,,,,,,5283,5,,,,,,,,,,,,,,,,,,,13,3,,,850,1,,,48,2,231,7,,,,,358,15,,,,,,,,,,,,,560,3,,,,,,,7007,1,,,,,657,3,,,,,,,,,1833,2,,,,,,,,,,,2,10,,,,,,,,,,,2907,6
1406,111940,3,35,2,,,,,,,,,883,4,,,,,,,11,4,,,,,141,3,,,,,,,,,,,880,2,,,,,,,,,,,,,,,102,9,,,,,,,495,11,,,10,5,507,3,10110,5,,,,,,,1513,2,,,32647,3,12,7,5301,6,136,4,15,4,537,6,2808,3,,,,,6378,4,24,1,,,,,14,2,,,,,,,10,6,,,,,,,1003,4,,,,,2148,1,,,,,1060,7,215,3,,,12,2,3189,1,,,,,,,18,3,10227,5,5241,4,,,8,2,7,4,,,,,,,125,12,,,,,91,1,13,2,,,,,,,,,190,5,75,8,,,,,,,,,,,,,,,108,4,,,,,,,,,,,,,4779,1,12,8,747,3,,,,,,,36,1,,,,,,,,,,,,,1920,6,,,,,1059,10,,,,,396,6,7669,3,,,,,,,,,,,12,2,11,2,,,2925,1,,,106,11,134,7,,,,,628,5,,,,,1401,2,,,,,,,,,,,,,84,9,,,,,,,409,9,,,,,419,5,7,4,,,,,,,313,7,,,,,,,9,3,,,12,4,,,,,,,10,2,,,2543,7
10816,90948,4,,,,,,,,,,,462,6,,,,,,,28,2,,,,,,,,,,,26,1,,,20,2,199,9,,,,,,,,,,,19,3,,,97,11,,,,,,,464,12,,,,,270,5,7080,10,,,,,,,961,4,,,19785,9,,,8557,3,107,5,,,771,5,559,13,,,,,4335,8,,,,,,,,,,,,,,,,,,,,,,,380,7,44,6,,,406,9,,,,,1421,5,,,,,,,835,3,,,,,,,,,11426,4,7511,2,,,,,,,,,,,14,3,203,8,,,,,,,,,,,,,,,,,,,135,3,,,,,,,,,,,,,,,,,,,,,,,,,16,2,,,1532,11,17,5,432,4,,,11,1,,,,,,,,,,,,,,,,,2932,4,,,,,5904,3,,,,,466,4,6707,4,,,,,,,,,,,,,,,,,24,7,,,156,8,,,,,,,128,11,,,,,782,5,,,,,,,,,,,,,,,,,,,20,2,712,6,,,,,210,10,,,,,,,,,1035,3,,,,,,,14,1,,,16,2,,,,,,,,,,,3719,4
2397,82030,5,20,3,7,4,,,10,2,,,1614,3,,,,,,,11,5,,,,,169,2,,,7,3,,,,,10,3,718,3,,,,,17,5,,,11,2,22,2,,,143,5,,,8,2,10,2,722,6,,,12,3,953,2,10969,3,,,,,,,677,6,,,31329,4,13,6,5932,4,35,10,11,5,3307,2,684,11,,,,,4109,10,,,,,12,2,,,,,,,,,21,2,,,,,,,1053,2,,,7,2,469,8,,,,,951,9,72,4,,,6,3,37,13,,,,,6,3,48,2,3845,10,2016,11,,,,,,,106,2,24,2,,,76,18,15,2,,,,,13,3,,,,,12,2,9,2,140,6,104,4,,,,,,,107,2,9,7,,,,,16,8,,,,,,,,,,,,,1407,13,14,6,423,6,,,,,,,5,8,,,,,,,9,2,,,,,1758,10,8,2,,,1226,8,,,,,,,2772,11,,,,,,,,,,,7,5,,,,,71,4,,,136,9,132,8,,,,,231,8,,,,,1317,3,10,3,,,18,4,,,,,,,96,8,,,,,10,3,688,7,,,,,249,7,14,3,,,,,12,2,82,14,22,1,,,,,3,4,,,9,5,,,,,,,10,3,,,587,22
811,62711,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,2,,,,,,,43,37,,,,,,,9751,6,,,,,,,,,,,23877,5,5,22,4585,8,,,,,,,754,9,,,,,5889,5,,,,,,,,,,,,,,,11,5,,,,,,,885,5,,,,,,,,,,,1003,8,,,,,,,,,,,,,,,,,788,46,780,17,,,,,,,,,,,,,468,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3324,3,,,66,25,,,,,,,,,,,,,,,,,,,,,979,15,,,,,1573,6,,,,,1055,2,787,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790,2
13,54037,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,3,,,,,,,408,13,,,6,7,91,18,6812,12,,,,,,,334,9,,,22085,6,5,21,5863,5,,,22,3,,,161,28,,,6,2,2038,18,,,,,,,,,,,,,3,4,,,,,,,,,1016,3,,,,,,,,,,,915,10,,,2,1,,,,,,,,,,,,,1847,26,2559,10,,,,,,,,,,,,,114,13,,,,,,,,,,,,,,,,,,,65,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2942,4,26,3,149,16,,,,,,,,,,,,,,,,,,,,,914,17,,,,,977,11,,,,,250,9,2193,14,,,,,,,,,,,,,,,,,,,,,74,13,182,6,,,,,139,10,,,,,495,9,,,,,,,,,,,,,,,,,,,,,70,23,,,,,,,,,,,,,,,50,15,,,,,,,,,,,,,,,,,,,,,,,1007,11
2093,51193,8,,,,,,,,,,,90,16,,,,,,,,,,,,,23,4,,,,,,,,,,,43,14,,,,,12,6,8,3,,,,,,,72,12,8,2,,,,,137,24,,,,,110,14,3401,26,,,,,,,,,,,22049,7,15,3,1935,16,,,,,51,15,156,29,,,,,1783,24,,,,,,,,,8,2,,,,,,,,,4,2,,,147,17,14,7,,,133,12,,,,,174,20,19,7,,,,,156,9,,,,,,,,,2457,18,6392,3,,,8,3,6,5,,,7,4,,,237,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,6,,,,,,,,,,,,,895,17,,,117,21,,,,,,,,,,,,,,,,,,,,,669,23,,,,,903,12,,,,,,,1517,18,,,,,4,2,,,,,,,,,,,,,,,47,14,35,14,,,,,,,9,1,,,437,11,,,4,2,,,,,,,,,619,2,,,,,,,127,18,,,,,117,13,,,,,,,,,547,6,,,,,,,,,,,17,1,,,,,,,,,4,1,5436,3
2243,51152,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,13,,,,,,,,,,,,,,,19,39,,,,,,,,,,,,,,,14758,2,,,,,,,,,,,14328,13,,,,,,,,,,,12,111,,,,,4117,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,7,,,,,532,15,,,,,,,,,,,,,,,,,2812,14,1247,14,,,,,,,,,,,,,21,44,,,,,,,,,,,,,,,,,132,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,5,,,,,,,,,,,5,7,,,,,,,,,,,,,4312,3,,,,,1736,4,,,,,71,10,1607,17,,,,,,,,,,,6,6,,,,,,,,,,,421,3,,,,,1677,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,32
1294,42414,10,,,,,,,,,,,52,21,,,,,,,9,6,,,,,,,,,,,,,,,,,9,24,,,,,,,,,,,,,,,103,8,,,,,,,,,,,,,115,12,4613,20,,,,,,,,,,,16705,11,4,28,2616,13,,,7,7,134,11,808,8,,,,,3785,11,,,,,,,,,,,,,,,12,4,,,,,,,231,12,,,,,,,,,,,576,12,,,,,,,39,12,,,,,7,2,6,10,7232,8,,,,,,,,,,,,,,,262,5,,,,,,,,,,,,,,,,,,,49,12,,,,,,,4,5,,,,,,,7,11,,,,,,,,,,,,,892,18,,,102,22,,,,,,,7,5,,,,,,,,,,,,,115,41,,,,,,,,,,,,,2780,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,9,,,,,394,13,,,,,,,,,,,,,49,11,,,,,,,54,26,,,,,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,25
