,designer,winner,winner,winner,winner,nominated,nominated,nominated,nominated,recommended,recommended,recommended,recommended,sonderpreis,sonderpreis,sonderpreis,sonderpreis,all,all,all
77911,Jochen Scherer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.03589,1,521
51251,Martin Kallenborn,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.03589,1,521
2762,Emanuele Ornella,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.99414,1,523
63813,Kalle Krenzer,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.93233,1,524
147169,Charlec Couronnaud,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.8236,1,525
109778,Tomás Tarragón,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.74277,1,526
109544,Colt Tipaton-Johnson,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.60691,1,527
27808,Marisa Peña,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.60691,1,527
105688,Shanon Lyon,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.60691,1,527
5114,Miranda Evarts,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.1046,1,530
51522,Emely Brand,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.09651,1,531
51523,Lukas Brand,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.09651,1,531
77649,Jean-François Rochas,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.97824,1,533
57953,Nicolas Bourgoin,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.97824,1,533
4369,Chris Childs,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.72101,1,535
4368,Tony Richardson,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.72101,1,535
567,Peter Sarrett,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.69952,1,537
3247,Roberto Di Meglio,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.61684,1,538
8045,Josep M. Allué,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.61241,1,539
84067,Roméo Hennion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.59218,1,540
54144,Joel Escalante,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.58449,1,541
54143,Rafael Escalante,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.58449,1,541
102038,Erwan Morin,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.57216,1,543
35250,Bastiaan Brederode,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.55841,1,544
22684,Cephas Howard,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.55841,1,544
3779,Sonja Häßler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.54635,1,546
64265,Jérémy Peytevin,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.54541,1,547
11333,Christian Sovis,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53878,1,548
102899,Sophia Wagner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53756,1,549
6818,Flaminia Brasini,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53733,1,550
48170,Marco Pranzo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53733,1,550
6817,Virginio Gigli,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53733,1,550
8103,Christian Lemay,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.53346,1,553
44443,Marek Zoschl,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.5285,1,554
112154,Florian Biege,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.52794,1,555
85285,Tim Rogasch,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.52602,1,556
166402,Kseniya Kuznetsova,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.52005,1,557
7282,Chislaine van den Bulk,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51676,1,558
6623,Jürgen Then,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51577,1,559
80476,Florian Nadler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51244,1,560
3778,Manfred Kapp,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51068,1,561
3777,Ulrike Gattermeyer-Kapp,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51068,1,561
607,Walter Obert,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.51033,1,563
158000,Gerard Ribas,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50961,1,564
126813,Thomas Sellner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50958,1,565
3841,Eligio Cazzato,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50926,1,566
405,Peter Wichmann,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50805,1,567
236,Christine Lehmann,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50714,1,568
1726,Frank Stark,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50656,1,569
111812,Justin Lee,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50647,1,570
8022,Rita Franz,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.50198,1,571
111422,Yann Dupont,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.49858,1,572
8566,Helmut Hecht,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.49423,1,573
4677,Steffen Mühlhäuser,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.48215,1,574
113670,Seven Towns,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.46225,1,575
59321,Alex Sanders,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
30759,Alix-Kis Bouguerra,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
6334,Aniwat Rerkrai,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
3735,Anja Dreier-Brückner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
3505,Annette Birlenbach,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
5070,Barbara Schyns,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
3980,Brian S. Spence,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
69969,Christian Hutzler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
10264,Christine Basler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
483,Edith Grein-Böttcher,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
123882,Emilie Soleil,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
1794,Eugen Wyss,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
315,Garrett J. Donner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
9695,Grégory Kirszbaum,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
115139,Harris Tsagas,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
1898,Helmut Huber,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
4809,Helmut Punke,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
64767,Ivan de Faveri,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
123881,Jérôme Soleil,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
8888,Jörg Domberger,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
62766,Kerstin Wallner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
10669,Laima Kikutienè,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
73432,Laima Zulonė,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
130860,Laurent Toulouse,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
37907,Manuela Hintner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
8766,Margret Lochner,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
10246,Matthias Prinz,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
3397,Max Gerchambeau,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
1050,Michael S. Steer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
597,Peter Neugebauer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
9962,Prof. Dr. Gerhard Friedrich,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
6525,Stefan Olschewski,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
2302,Susanne Armbruster,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
10407,Susanne Galonska,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
79777,Sébastien Decad,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
5108,Tanja Engel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
305,Thilo Hutzler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
37906,Thomas Strolz,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
951,Uli Geissler,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
4849,Viola de Galgóczy,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,576
