bgg_id,name,year,award,winner,nominated,recommended,sonderpreis,bayes_rating,designer
445,Die Osterinsel,1994,spiel,False,False,True,,5.53245,24
464,Billabong,1992,spiel,False,False,True,,5.89945,104
466,Inkognito,1988,spiel,False,False,True,,6.14315,138
466,Inkognito,1988,spiel,False,False,True,,6.14315,24
475,Taj Mahal,2000,spiel,False,False,True,,6.84428,2
478,Citadels,2000,spiel,False,True,True,,6.92938,125
481,Carolus Magnus,2000,spiel,False,True,True,,6.31011,138
485,Galloping Pigs,1992,kinder,True,True,True,,5.58777,256
491,Web of Power,2000,spiel,False,False,True,,6.56225,86
499,Arbos,1999,kinder,True,True,True,,5.61791,259
499,Arbos,1999,kinder,True,True,True,,5.61791,260
503,Through the Desert,1998,spiel,False,False,True,,6.97384,2
504,Die Verbotene Stadt,1992,spiel,False,False,True,,5.53485,24
504,Die Verbotene Stadt,1992,spiel,False,False,True,,5.53485,233
526,Abalone,1987,spiel,False,False,True,,6.21876,101
526,Abalone,1987,spiel,False,False,True,,6.21876,102
527,GIPF,1996,spiel,False,False,True,,6.42564,244
528,ZÈRTZ,1999,spiel,False,False,True,,6.62972,244
530,Entenrallye,1988,spiel,False,False,True,,5.51534,254
536,Visionary,1997,spiel,False,False,True,,5.58795,245
539,Dampfross,1979,spiel,True,True,True,,5.68312,250
540,Sisimizi,1996,spiel,False,False,True,,5.57521,24
545,Kaleidos,1994,spiel,False,False,True,,5.83395,190
545,Kaleidos,1994,spiel,False,False,True,,5.83395,20997
545,Kaleidos,1994,spiel,False,False,True,,5.83395,20996
550,Barbarossa,1988,spiel,True,True,True,,5.80103,11
554,La Città,2000,spiel,False,False,True,,6.52572,264
559,Metro,1997,spiel,False,False,True,,6.12183,60
565,Port Royal,2000,spiel,False,False,True,,5.55156,249
569,Maestro,1989,spiel,False,False,True,,5.5258,154
585,Kardinal,2000,spiel,False,False,True,,5.55961,249
593,Favoriten,1989,spiel,False,False,True,,5.56477,254
634,River Dragons,2000,spiel,False,False,True,,6.09063,285
681,Quarto,1991,spiel,False,False,True,,6.56643,921
691,Timbuktu,1993,spiel,False,False,True,,5.99693,60
697,Conspiracy,1973,spiel,False,False,True,,5.66248,104
766,Regatta,1967,spiel,False,False,True,,5.67163,382
766,Regatta,1967,spiel,False,False,True,,5.67163,8384
766,Regatta,1967,spiel,False,False,True,,5.67163,7204
787,Palermo,1992,spiel,False,False,True,,5.51504,387
789,Focus,1963,spiel,True,True,True,,5.75735,4
811,Rummikub,1950,spiel,True,True,True,,6.33675,634
821,La Trel,1994,spiel,False,False,True,,5.4997,397
822,Carcassonne,2000,spiel,True,True,True,,7.299,398
823,The Lord of the Rings,2000,spiel,False,False,False,Literary Game,6.5351,2
826,Cartagena,2000,spiel,False,False,True,,6.39739,138
841,Razzia,1992,spiel,False,False,True,,5.61575,13
877,Troia,2000,spiel,False,False,False,Historical Game,5.5064,176
906,Abilene,1983,spiel,False,False,True,,5.52669,365
923,Breakaway Rider,1963,spiel,False,False,True,,5.66837,1214
932,Top Race,1996,spiel,False,False,True,,5.94419,7
933,New Orleans Big Band,1990,spiel,False,False,True,,5.52016,430
938,Enchanted Forest,1981,spiel,True,True,True,,5.61337,432
938,Enchanted Forest,1981,spiel,True,True,True,,5.61337,24
949,Twixt,1962,spiel,False,False,True,,6.05235,24
963,The Gardens of the Alhambra,1993,spiel,False,False,True,,5.73319,60
986,Babel,2000,spiel,False,False,True,,6.2145,455
986,Babel,2000,spiel,False,False,True,,6.2145,10
988,Zapp Zerapp,2000,spiel,False,True,True,,5.60949,256
988,Zapp Zerapp,2000,spiel,False,True,True,,5.60949,267
1012,Die Magier,1985,spiel,False,False,True,,5.51525,233
1012,Die Magier,1985,spiel,False,False,True,,5.51525,581
1041,San Marco,2001,spiel,False,False,True,,6.60327,9
1041,San Marco,2001,spiel,False,False,True,,6.60327,235
1045,Malawi,1986,spiel,False,False,True,,5.52351,1130
1063,Schraumen,1992,spiel,False,False,True,,5.49511,172
1071,Aztec,1995,spiel,False,False,True,,5.529,83
1072,Wat'n dat!?,1996,spiel,False,False,True,,5.62314,2077
1077,Baubylon,1981,spiel,False,False,True,,5.51492,94
1082,Invers,1991,spiel,False,False,True,,5.52565,244
1101,Flying Carpet,1987,spiel,False,False,True,,5.5365,511
1101,Flying Carpet,1987,spiel,False,False,True,,5.5365,513
1111,Taboo,1989,spiel,False,False,True,,6.14287,3233
1117,You're Bluffing!,1985,spiel,False,False,True,,6.18394,7101
1132,Top Secret,1985,spiel,False,False,True,,5.51292,24
1155,Capitol,2001,spiel,False,False,True,,6.00015,9
1155,Capitol,2001,spiel,False,False,True,,6.00015,235
1173,Millionenspiel,1982,spiel,False,False,True,,5.51394,7101
1174,Minister,1975,spiel,False,False,True,,5.46901,154
1197,Blink,1995,spiel,False,False,True,,5.71122,12
1219,Labyrinth,1986,spiel,False,False,True,,6.23413,217
1231,Bandu,1987,spiel,False,False,True,,6.31072,267
1345,Genoa,2001,spiel,False,False,True,,6.58632,381
1350,Das Amulett,2001,spiel,False,True,True,,5.711,9
1350,Das Amulett,2001,spiel,False,True,True,,5.711,235
1356,Hexen Rennen,2001,spiel,False,False,True,,5.56781,249
1379,Ebbe & Flut,2000,spiel,False,False,True,,5.70399,331
1382,Winner's Circle,2001,spiel,False,False,True,,6.54515,2
1387,Alaska,1979,spiel,False,False,True,,5.54997,104
1390,Auf Kurs,1987,spiel,False,False,True,,5.52519,94
1403,Turn the Tide,1997,spiel,False,False,True,,6.37871,13
1451,Dimenticato,1998,spiel,False,False,True,,5.50767,609
1520,Monad,1968,spiel,False,False,True,,5.61889,4
1547,Janus,1975,spiel,False,False,True,,5.5338,154
1588,Bauernschlau,1991,spiel,False,False,True,,5.56411,316
1597,Streetcar,1995,spiel,False,False,True,,5.89018,13
1702,Klondike,1993,kinder,True,True,True,,5.62179,579
1702,Klondike,1993,kinder,True,True,True,,5.62179,580
1703,Kula Kula,1991,spiel,False,False,True,,5.4872,94
1733,Iago,1984,spiel,False,False,True,,,24
1753,Im Märchenwald,2000,kinder,False,True,True,,5.51665,748
1806,The Piggyback Brigade,2001,kinder,False,True,True,,5.59379,24
1816,Mississippi,1987,spiel,False,False,True,,5.52696,365
1910,Venice Connection,1988,spiel,False,False,True,,5.58162,24
1992,Stop Thief,1979,spiel,False,False,True,,5.73241,8795
1998,Tutankhamen's Revenge,1990,spiel,False,False,True,,5.49839,579
1998,Tutankhamen's Revenge,1990,spiel,False,False,True,,5.49839,580
2043,Shogun,1976,spiel,False,False,True,,5.54785,4363
2075,Restaurant,1987,spiel,False,False,True,,5.48667,365
2087,Magic Dance,1988,spiel,False,False,True,,5.55211,862
2186,Dino,1987,spiel,False,False,True,,5.49517,94
2197,Kensington,1979,spiel,False,False,True,,5.47105,912
2197,Kensington,1979,spiel,False,False,True,,5.47105,911
2226,Greyhounds,1985,spiel,False,False,True,,5.54864,928
2229,Spiel,1980,spiel,False,False,True,,5.55608,94
2290,Good & Bad Ghosts,1980,spiel,False,False,True,,5.84649,24
2346,DVONN,2001,spiel,False,False,True,,6.85603,244
2363,Orient Express,1985,spiel,False,False,True,,5.76103,3548
2363,Orient Express,1985,spiel,False,False,True,,5.76103,3082
2453,Blokus,2000,spiel,False,False,True,,6.70766,1001
2473,Winkeladvokat,1986,spiel,False,False,True,,5.50797,365
2492,Doctor Faust,1990,spiel,False,False,True,,5.49016,94
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,spiel,True,True,True,,7.35969,1221
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,spiel,True,True,True,,7.35969,1220
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,spiel,True,True,True,,7.35969,1219
2533,Kupferkessel Co.,2001,spiel,False,False,True,,5.97629,173
2558,Comeback,1996,spiel,False,False,True,,5.5072,12
2570,Atlantic Star,2001,spiel,False,False,True,,6.07466,60
2596,Villa Paletti,2001,spiel,True,True,True,,6.0872,1056
2651,Power Grid,2004,spiel,False,False,True,,7.68171,141
2672,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,2001,spiel,False,False,True,,5.54977,2
2694,Donnerwetter,1991,spiel,False,False,True,,5.51401,523
2759,Havannah,1980,spiel,False,False,True,,5.63183,1126
2840,Heuchel und Meuchel,1990,spiel,False,False,True,,5.4858,154
2842,TransAmerica,2001,spiel,False,True,True,,6.40996,57
2938,Zatre,1990,spiel,False,False,True,,5.59762,1205
3015,Claim,1983,spiel,False,False,True,,5.56671,24
3076,Puerto Rico,2002,spiel,False,True,True,,7.75175,117
3141,The Bucket King,2002,spiel,False,False,True,,5.84047,13
3234,Dschunke,2002,spiel,False,False,True,,5.84163,86
3267,Pizarro & Co.,2002,spiel,False,False,True,,5.88189,150
3305,Anticipation,1987,spiel,False,False,True,,5.51092,1356
3305,Anticipation,1987,spiel,False,False,True,,5.51092,1355
3335,Ganoven Jagd,1983,spiel,False,False,True,,5.51159,154
3373,San Gimignano,2002,spiel,False,False,True,,5.50414,1388
3377,20 Questions,1988,spiel,False,False,True,,5.54715,1390
3377,20 Questions,1988,spiel,False,False,True,,5.54715,28051
3383,Mahé,1974,spiel,False,False,True,,5.76307,24
3406,Lines of Action,1969,spiel,False,False,True,,5.81768,904
3570,Chicken Cha Cha Cha,1997,kinder,True,True,True,,6.09666,267
3586,Sherlock,1999,kinder,False,False,True,,5.65708,12
3679,Ramparts,1993,spiel,False,False,True,,5.59504,154
3800,Himalaya,2004,spiel,False,True,True,,6.22394,1532
3977,Strong Stuff!,2002,kinder,False,True,True,,5.56832,256
4107,Hang in There!,2000,kinder,False,False,True,,5.52315,3
4370,Fische Fluppen Frikadellen,2002,spiel,False,False,True,,5.83186,141
4493,Kayanak,1999,kinder,True,True,True,,5.68939,1783
4518,Sauerbaum,1986,spiel,False,False,True,Cooperative Family Game,5.51864,1791
4522,The Ladybug's Costume Party,2002,kinder,True,True,True,,5.66569,1783
4553,Attribute,2002,spiel,False,False,True,,5.76189,59
4586,Bärenspiel,1983,spiel,False,False,True,,5.50203,816
4636,Clans,2002,spiel,False,True,True,,6.24581,138
5096,Sly,1975,spiel,False,False,True,,5.51811,4
5136,Piraten-Abenteuer,1991,kinder,True,True,True,,5.52595,7
5380,Lancelot,1985,spiel,False,False,True,,5.51429,365
5389,Niki Lauda's Formel 1,1980,spiel,False,False,True,,5.53907,7
5404,Amun-Re,2003,spiel,False,False,True,,6.91199,2
5664,3 Or More,1980,spiel,False,False,True,,5.50318,5339
5694,Highly Suspect!,2002,kinder,False,True,True,,5.53541,500
5707,Cuckoo Zoo,2002,kinder,False,False,True,,5.5096,1210
5709,Touché,1979,spiel,False,False,True,,5.49761,3
5709,Touché,1979,spiel,False,False,True,,5.49761,2114
5716,Balloon Cup,2003,spiel,False,False,True,,6.34054,2118
5749,Simon,1978,spiel,False,False,True,,5.10507,6430
5749,Simon,1978,spiel,False,False,True,,5.10507,11051
5749,Simon,1978,spiel,False,False,True,,5.10507,11050
5781,"Edel, Stein & Reich",2003,spiel,False,False,True,,6.04855,12
5782,Coloretto,2003,spiel,False,False,True,,6.82056,86
5795,Richelieu,2003,spiel,False,False,True,,5.83681,86
5825,Paris Paris,2003,spiel,False,False,True,,5.73677,86
5886,Die Dracheninsel,2003,spiel,False,True,True,,5.50173,316
5953,Karambolage,1995,kinder,True,True,True,,5.54194,256
5986,Ra: Strategy Among Hexagons,1981,spiel,False,False,True,,5.50736,839
6249,Alhambra,2003,spiel,True,True,True,,6.90629,60
6383,Life Style,1989,spiel,False,False,True,,5.50174,782
6383,Life Style,1989,spiel,False,False,True,,5.50174,783
6411,Blokus 3D,2003,spiel,False,False,True,,6.29715,2286
6508,Tom Tube,2003,spiel,False,False,True,,5.62285,2327
6508,Tom Tube,2003,spiel,False,False,True,,5.62285,2328
6657,Such a Thing?,1989,spiel,False,False,True,,5.66441,172
6874,Müller & Sohn,1985,spiel,False,False,True,,5.49088,94
7065,Pusher,1993,spiel,False,False,True,,5.52483,425
7067,Schloss Schlotterstein,2003,kinder,False,False,True,,5.52434,645
7067,Schloss Schlotterstein,2003,kinder,False,False,True,,5.52434,748
7338,Epaminondas,1975,spiel,False,False,True,,5.59637,221
7377,Tri-Ba-Lance,1995,spiel,False,False,True,,5.53895,1336
7483,Treasure of the Dragons,2003,kinder,False,True,True,,5.66036,2
7578,Word-Whiz,1996,spiel,False,False,True,,5.52495,816
7717,Carcassonne: The Castle,2003,spiel,False,False,True,,6.73228,2
7717,Carcassonne: The Castle,2003,spiel,False,False,True,,6.73228,398
7806,Vive le Roi!,2003,spiel,False,False,True,,5.95007,2729
7806,Vive le Roi!,2003,spiel,False,False,True,,5.95007,7227
7854,YINSH,2003,spiel,False,False,True,,7.26159,244
7973,My Haunted Castle,1989,kinder,True,True,True,,5.51117,179
7993,Pole Position,1989,spiel,False,False,True,,5.53817,1130
8051,Attika,2003,spiel,False,False,True,,6.57282,59
8126,Maya,2003,spiel,False,False,True,,5.66409,2790
8129,Sluff Off!,2003,spiel,False,False,True,,6.252,13
8168,Campus,1985,spiel,False,False,True,,5.5143,538
8172,Coyote,2003,spiel,False,False,True,,6.00404,190
8195,Viva Mouse!,2002,kinder,True,True,True,,6.00075,500
8203,"Hey, That's My Fish!",2003,spiel,False,False,True,,6.57166,132
8203,"Hey, That's My Fish!",2003,spiel,False,False,True,,6.57166,2815
8217,San Juan,2004,spiel,False,False,True,,7.05106,117
8262,Mücke mit Tücke,2003,kinder,False,False,True,,5.50656,1726
8299,Robbys Rutschpartie,2003,kinder,False,True,True,,,272
8299,Robbys Rutschpartie,2003,kinder,False,True,True,,,7
8299,Robbys Rutschpartie,2003,kinder,False,True,True,,,2268
8589,Viele Dinge,2003,spiel,False,False,True,,5.51212,814
8589,Viele Dinge,2003,spiel,False,False,True,,5.51212,227
8946,Da Vinci Code,2002,spiel,False,False,True,,5.78191,59211
8946,Da Vinci Code,2002,spiel,False,False,True,,5.78191,3569
8964,Funny Bunny,1999,kinder,False,False,True,,5.46225,113670
9021,Sunken City,2004,spiel,False,False,True,,5.67113,42
9021,Sunken City,2004,spiel,False,False,True,,5.67113,7
9022,Im Reich des weißen Bären,1991,spiel,False,False,True,,5.50103,1176
9027,Oasis,2004,spiel,False,False,True,,6.07821,9
9027,Oasis,2004,spiel,False,False,True,,6.07821,235
9209,Ticket to Ride,2004,spiel,True,True,True,,7.26081,9
9217,Saint Petersburg,2004,spiel,False,True,True,,7.01592,928
9408,Dos Rios,2004,spiel,False,False,True,,5.83364,57
9440,Maharaja: The Game of Palace Building in India,2004,spiel,False,True,True,,6.57217,42
9440,Maharaja: The Game of Palace Building in India,2004,spiel,False,True,True,,6.57217,7
9441,Ribbit,2004,kinder,False,True,True,,6.17051,2
9597,Vier zu mir!,1996,kinder,True,True,True,,5.5123,3244
9674,Ingenious,2004,spiel,False,True,True,,6.88368,2
9989,Mare Polare,2004,kinder,False,True,True,,5.50458,285
10508,Leinen los!,1997,kinder,True,True,True,,5.51767,24
10509,Ringel-Rangel,1993,kinder,True,True,True,,,1391
10511,Gute Freunde,1988,kinder,True,True,True,,5.49152,24
10802,Somethin' Fishy,2004,spiel,False,False,True,,5.52164,961
10814,Dawn Under,2004,spiel,False,True,True,,5.75684,3513
10997,Boomtown,2004,spiel,False,False,True,,6.03977,1727
10997,Boomtown,2004,spiel,False,False,True,,6.03977,125
11084,Jumbo & Co,2004,spiel,False,False,True,,5.52313,1429
11231,Snorta!,2004,kinder,False,False,True,,5.72101,4369
11231,Snorta!,2004,kinder,False,False,True,,5.72101,4368
11421,Uisge,1983,spiel,False,False,True,,5.51092,365
11778,Cat & Mouse,2001,kinder,False,False,True,,5.4406,3
11797,Treasure Hunt,2003,kinder,False,True,True,,,816
11797,Treasure Hunt,2003,kinder,False,True,True,,,817
11915,Tabaijana: Flucht von der Feuerinsel,1990,spiel,False,False,True,,5.50323,7
11945,Linq,2004,spiel,False,False,True,,5.93415,1106
11945,Linq,2004,spiel,False,False,True,,5.93415,3772
11971,Cockroach Poker,2004,spiel,False,False,True,,6.60321,144
11972,Monte Rolla,2003,kinder,False,False,True,,5.51068,3777
11972,Monte Rolla,2003,kinder,False,False,True,,5.51068,3778
11973,Können Schweine fliegen?,2004,kinder,False,False,True,,5.54635,3779
11974,"Kipp, Kipp, Ahoi!",2004,kinder,False,False,True,,5.50181,491
11976,Spatzenbande,2004,kinder,False,False,True,,,645
12002,Jambo,2004,spiel,False,True,True,,6.64416,381
12005,Around the World in 80 Days,2004,spiel,False,True,True,,6.09929,142
12305,Scalino,1970,spiel,False,False,True,,,1480
12318,Typo,2004,spiel,False,False,True,,5.61102,124
12346,Spooky Stairs,2003,kinder,True,True,True,,5.90753,3882
12359,Schieberbande,1986,spiel,False,False,True,,,2141
12942,No Thanks!,2004,spiel,False,False,True,,6.9538,85
13005,Dance of Ibexes,2004,spiel,False,False,True,,5.78326,7
13065,Flieg Dumbo Flieg,1989,spiel,False,False,True,,,179
13089,Wie ich die Welt sehe...,2004,spiel,False,False,True,,5.68174,172
13236,Der Schwarze Prinz,1983,spiel,False,False,True,,,233
13308,Niagara,2004,spiel,True,True,True,,6.22604,4155
13926,Froschkönig,2003,kinder,False,False,True,,5.53163,4308
13926,Froschkönig,2003,kinder,False,False,True,,5.53163,4307
14035,Piranha Pedro,2004,spiel,False,False,True,,5.72109,1288
14113,Netzwerk,1984,spiel,False,False,True,,,1147
14208,Der Krähenschatz,2003,kinder,False,False,True,,,951
14729,Krokodil unterm Bett,2002,kinder,False,False,True,,,1898
15062,Shadows over Camelot,2005,spiel,False,False,False,Fantasy Game,6.92487,1727
15062,Shadows over Camelot,2005,spiel,False,False,False,Fantasy Game,6.92487,295
15512,Diamant,2005,spiel,False,False,True,,6.71079,125
15512,Diamant,2005,spiel,False,False,True,,6.71079,9
16052,Merlin,1978,spiel,False,False,True,,5.48085,8795
16140,Zahlenzwerge,2005,kinder,False,False,True,,,4849
16140,Zahlenzwerge,2005,kinder,False,False,True,,,9962
16149,Up And Down,2005,kinder,False,False,True,,5.54689,491
16151,Krabbel-Trabbel,2005,kinder,False,False,True,,,2
16308,Ombagi,1980,spiel,False,False,True,,5.50131,94
16369,Das Kleine Gespenst,2005,kinder,True,True,True,,5.54314,645
16474,"Geißlein, versteck dich!",2003,kinder,False,False,True,,5.50714,236
16474,"Geißlein, versteck dich!",2003,kinder,False,False,True,,5.50714,237
16496,Roma,2005,spiel,False,False,True,,6.30403,4958
16767,Frantic Frogs,2004,kinder,False,False,True,,,315
16767,Frantic Frogs,2004,kinder,False,False,True,,,3980
16767,Frantic Frogs,2004,kinder,False,False,True,,,1050
17025,Poison,2005,spiel,False,False,True,,6.09863,2
17044,Riombo,1983,spiel,False,False,True,,5.48768,94
17053,Sleeping Queens,2005,kinder,False,False,True,,6.1046,5114
17235,Mago Magino,2004,kinder,False,True,True,,5.53843,2
17240,That's Life!,2005,spiel,False,True,True,,6.07289,42
17240,That's Life!,2005,spiel,False,True,True,,6.07289,7
17329,Animal Upon Animal,2005,kinder,False,False,True,,6.48142,5178
17534,Just4Fun,2005,spiel,False,True,True,,5.58284,272
17724,Mister Zero,1985,spiel,False,False,True,,,5280
17724,Mister Zero,1985,spiel,False,False,True,,,5281
17784,Galaxis,1980,spiel,False,False,True,,5.52797,2819
17785,Seti,1979,spiel,False,False,True,,5.5023,855
17785,Seti,1979,spiel,False,False,True,,5.5023,275
17786,Wendo,1977,spiel,False,False,True,,,3
17788,Cash & Carry,1979,spiel,False,False,True,,,5307
17794,Quibbix,1980,spiel,False,False,True,,,377
17813,Vokabo,1982,spiel,False,False,True,,,233
17814,Fang mich! ... wenn du kannst,1982,spiel,False,False,True,,,2684
17815,Skript,1982,spiel,False,False,True,,,159
17903,"Fuzzi, Heinz und Schlendrian",1983,spiel,False,False,True,,,500
17904,Wir füttern die kleinen Nilpferde,1983,spiel,False,False,True,,,94
17905,Feuerwehr,1984,spiel,False,False,True,,,5340
18052,Pin,1985,spiel,False,False,True,,,2141
18602,Caylus,2005,spiel,False,False,False,Complex Game,7.48917,5629
18880,Daddy Cool,2004,kinder,False,True,True,,5.52516,256
18881,Schildi Schildkröte,2004,kinder,False,True,True,,5.54516,545
19129,Im Wassergarten,2004,spiel,False,False,True,,,609
19301,Mesopotamia: Cradle of Civilization,2005,spiel,False,False,True,,5.88749,398
19646,Cowabunga,2005,spiel,False,False,True,,5.57268,12
19877,Beetlez,2005,kinder,False,False,True,,5.50926,3841
19996,Nacht der Magier,2005,kinder,False,True,True,,5.88273,3432
19996,Nacht der Magier,2005,kinder,False,True,True,,5.88273,1288
20080,Aqua Romana,2005,spiel,False,True,True,,5.83232,840
20544,"Macius: Achtung, fertig, los !",2003,kinder,False,True,True,,,272
20544,"Macius: Achtung, fertig, los !",2003,kinder,False,True,True,,,7
20544,"Macius: Achtung, fertig, los !",2003,kinder,False,True,True,,,2268
20548,Sternenkinder,2005,kinder,False,False,True,,,3
20549,"Ene Mene Muh, gib mir deine Kuh!",2005,kinder,False,False,True,,,7
20549,"Ene Mene Muh, gib mir deine Kuh!",2005,kinder,False,False,True,,,275
20622,Mit Felix um die Welt,2005,kinder,False,False,True,,,645
20685,Henne Berta,1988,spiel,False,False,True,,,1391
20761,Ausgerechnet Buxtehude,2005,spiel,False,False,True,,5.60087,4308
20761,Ausgerechnet Buxtehude,2005,spiel,False,False,True,,5.60087,4307
20834,Husarengolf,1997,spiel,False,False,False,Dexterity Game,5.52689,301
20953,Piratissimo,2005,kinder,False,True,True,,5.51347,500
21022,Was'n das?,2005,spiel,False,False,True,,5.66352,219
21049,Lauras Sternenspiel,2002,kinder,False,True,True,,,645
