bgg_id,representative_id
431,6249
274426,274426
392,392
127784,127784
257987,257987
109969,109969
4985,4985
21287,21287
215946,204472
247182,247182
253399,253399
36424,36424
156175,1194
254088,254088
393530,241477
179835,5534
198832,198832
378979,234277
209696,209696
17394,17394
312675,312675
236709,236709
96026,96026
264141,50768
2129,2129
4206,99358
312512,312512
288316,228328
265204,265204
270269,270269
65200,65200
409496,244521
245136,463
206206,206206
141932,141932
58798,58798
344925,344925
243696,243696
110524,110524
311464,81640
249421,149951
296512,173090
253756,253756
19363,19363
367280,367280
69552,69552
19947,19947
103339,103339
234877,234877
225163,225163
20079,20079
221599,221599
216725,180040
342010,342010
341919,341919
244946,244946
247,247
329089,329089
174805,174805
343525,343525
178147,178147
294263,294263
140457,140457
348073,348073
216578,216578
232829,232829
352135,352135
299733,299733
2073,2073
337864,337864
418470,367966
255175,255175
321596,321596
8229,8229
13301,13301
346199,346199
91189,91189
191177,191177
381715,229853
267314,43443
188188,131357
178940,178940
324657,240271
357659,357659
426796,426796
104573,104573
8521,8521
383360,383360
277030,277030
244258,24310
386148,386148
269257,269257
257006,257006
146149,146149
335240,335240
351735,244711
147431,147431
310,310
259571,148575
227893,227893
651,651
234120,234120
255455,255455
40603,40603
35035,25729
264806,264806
257733,257733
154519,154519
277405,277405
342343,342343
280986,248158
257145,180771
13123,463
173115,173115
2281,2281
307170,307170
95,95
373828,373828
180241,54625
72809,72809
379625,379625
181523,181523
254213,296167
125050,125050
4286,169255
355735,355735
6539,37904
89415,20545
341027,341027
393175,393175
1452,1452
8552,8552
181254,181254
236301,236301
91773,79073
4214,4214
80979,80979
41636,41636
43578,43578
269967,269967
73313,73313
102181,102181
67181,67181
2363,2363
331190,331190
137909,137909
113927,88408
380442,380442
25823,826
155025,38309
11106,54625
17991,17991
396251,396251
377480,377480
4173,4173
541,541
30932,30932
275996,275996
295565,295565
310442,310442
139433,22877
133285,133285
172994,13
311725,311725
87821,87821
274128,125678
193483,193483
182770,148575
45134,45134
15157,15157
250467,250467
350198,350198
156,223
171226,171226
374145,374145
97803,97803
282776,282776
317299,317299
412911,412911
5740,5740
125924,125924
325293,181687
282775,282775
6263,6263
246567,246567
935,935
369899,369899
3548,3548
35669,35669
296483,296483
24878,24878
230089,230089
391137,391137
306300,306300
911,911
3661,3661
322282,322282
237251,237251
344341,344341
2471,2471
2876,2876
275840,275840
22347,22347
230059,230059
149896,149896
267333,267333
4553,4553
258413,254226
64826,64826
381078,381078
209530,178147
98347,218509
226255,226255
266460,266460
368975,127060
14683,293959
206175,206175
2539,2539
359065,712
29805,29805
192343,192343
154510,154510
272743,98778
5770,41302
337961,337961
21464,21464
68,26457
345888,345888
285972,214484
265381,265381
217934,217934
130390,226254
402215,270673
227127,227127
119337,119337
28805,28805
318556,318556
8166,8166
353543,353543
148291,148291
275586,275586
300993,300993
385999,385999
315048,2653
184700,184700
27385,27385
90009,90009
177727,177727
283474,233571
41239,49
293267,293267
229632,229632
274075,274075
34004,63975
229956,229956
233006,233006
326485,139976
367442,367442
256442,256442
20782,20782
174476,174476
160561,160561
146408,146408
255594,255594
318474,230769
8668,8668
203204,11170
1338,1338
287638,287638
3137,3137
130592,463
66081,42898
23995,23995
38984,38984
67919,67919
154259,154259
25900,25900
236272,236272
383242,383242
369898,3
3230,3230
165556,165556
274590,134726
58099,6249
144388,463
1212,713
383158,383158
350064,350064
192240,192240
23953,23953
255037,255037
214491,214491
360503,353543
302413,302413
362202,256804
379583,379583
2077,2077
284446,284446
255659,38765
292026,292026
266938,134726
190247,356768
356999,356999
24843,24843
290618,290618
359601,359601
368352,368352
31954,31954
113293,113293
316795,316795
145012,145012
259069,259069
39832,39832
192185,192185
20295,20295
361214,361214
15826,15826
366790,366790
26055,233078
336849,127023
257726,257726
177515,177515
42929,42929
254994,254994
423517,423517
56796,56796
388036,388036
162263,162263
157323,157323
196217,196217
176262,176262
92643,92643
6663,6663
152510,125678
359857,359857
286827,286827
255653,255653
96704,96704
4854,4854
277538,193867
250779,250780
279198,279198
80642,80642
40107,40107
28218,28218
159406,159406
139992,139992
789,463
10947,10947
6817,6817
1821,4214
132758,132758
252997,252997
350637,350637
192,192
47046,20100
152053,152053
370448,254127
181811,181811
139326,139326
142267,142267
352567,352567
253743,277405
196305,121408
280501,20806
419199,419199
257063,257063
230050,230050
1498,1498
262274,262274
227029,227029
211454,211454
30166,43443
3487,3487
814,98085
25727,25727
343566,343566
292894,292894
267244,267244
548,548
330403,169654
158753,158753
62230,2247
107704,152470
31506,31506
281260,281260
380134,380134
154905,139898
334307,334307
4047,4047
248167,248167
655,655
9675,9675
189350,189350
325829,325829
10167,2471
224894,224894
379959,379959
1535,1535
163976,163976
119881,119881
165004,165004
24947,24947
161527,13
227002,227002
3593,3593
203719,112138
217321,217321
65225,65225
276856,276856
42142,42142
406660,406660
134711,134711
250821,250821
268188,268188
366322,366322
248002,248002
165876,165876
163931,163931
344415,303672
1690,1690
288385,288385
341753,341753
17651,17651
310067,310067
283151,156546
147747,147747
342207,342207
128698,128698
280726,280726
306173,306173
10814,10814
130605,9341
261525,261525
279419,279419
345969,345969
300329,123570
317983,317983
121073,121073
137154,137154
299372,299372
356742,356742
1545,1545
151446,151446
206156,206156
275067,78733
149869,149869
230852,230852
332070,165004
251441,251441
127312,127312
294652,294652
164506,34219
378117,378117
337324,337324
302926,278553
182453,173090
220700,220700
161530,161530
291155,68820
201406,201406
232079,232079
259537,259537
381246,381246
214296,214296
202732,202732
231942,29368
1992,215312
1705,1705
103091,13
13507,13507
4050,4050
321,321
303006,303006
123885,123885
13230,2266
410655,410655
3518,3518
360951,360951
854,854
355199,147020
169649,169649
229,10
24,233078
149361,84465
6778,13
207898,207898
138166,138166
2079,2079
65568,65568
172965,267609
367820,367820
366748,274124
97,9625
250754,250754
342948,342948
16497,16497
145888,145888
1883,1883
357890,357890
171110,171110
317940,317940
213882,213882
13005,432
168215,9220
41052,41052
143484,81640
755,755
706,706
318195,318195
279135,279135
129165,9203
309752,309752
1720,1720
338479,338479
193238,4204
756,756
130006,130006
222145,222145
334931,121921
136192,136192
405923,405923
129614,394334
38797,38797
299172,299172
5445,5445
317432,317432
141067,141067
360843,360843
350079,123607
360359,360359
158130,65282
216974,216974
39328,39328
278402,278402
6714,6714
31545,8172
359838,359838
196712,12350
349812,349812
180616,69789
249410,8051
144761,144761
367525,367525
283768,1540
160094,93
27680,27680
237023,237023
346645,119591
316090,316090
235512,235512
171672,171672
329228,329228
327077,327077
14188,14188
271262,271262
347117,223040
165,165
364,287
35935,35935
269789,269789
65534,65534
424975,424975
240905,240905
233974,233974
4001,4001
422126,422126
25491,6249
4210,4210
365357,365357
282918,282918
257284,85256
847,847
262188,262188
334137,300905
3413,236239
245431,245431
176361,147949
257056,257056
4258,32989
132326,132326
11096,75476
129359,43443
7062,7062
20750,18803
3608,3608
374201,374201
231618,231618
279307,279307
963,6249
11231,11231
244141,244141
196306,121408
333516,333516
388413,388413
6542,25727
260524,260524
286735,286735
1681,1681
181494,181494
32382,32382
376610,376610
158815,158815
293665,293665
3475,3475
149620,149620
142239,142239
205164,205164
378001,378001
314243,54625
247106,247106
17835,17835
208428,208428
38318,38318
31808,31808
213370,213370
373105,146652
50381,50381
305668,13
170669,205164
233958,233958
3383,3383
3828,3828
405752,260180
28086,155695
176334,176334
265635,191177
194100,194100
270233,270233
286788,286788
249582,249582
105187,105187
217475,217475
259038,259038
2470,2470
171492,171492
142889,142889
257372,257372
422484,422484
351998,351998
337690,204836
368036,368036
362366,362366
23890,23890
8993,8993
256802,256802
292033,284775
816,816
42244,42244
207951,207951
275589,275589
229791,229791
1376,1376
207687,207687
155827,112138
153422,153422
84464,17329
145642,145642
2259,2259
341358,341358
249670,4636
369436,369436
220508,220508
300523,34219
308970,35815
99312,99312
287780,287780
218580,218580
334652,334652
253372,253372
1496,1496
147194,147194
378890,255664
74,74
176596,11057
172584,172584
392492,392492
186302,186302
92644,92644
224079,224079
2536,2536
318450,281655
198985,198985
177096,177096
23142,23142
173092,173092
318359,318359
235902,261009
226588,20545
2150,2150
324157,324157
117995,63268
309728,309728
319263,319263
181501,42910
40276,40276
329002,329002
5825,5825
20734,20734
61484,61484
153999,153999
359502,359502
247136,247136
217362,217362
232303,5404
406174,391795
252265,252265
221230,221230
55601,55601
266188,266188
221848,221848
54735,54735
27165,27165
231639,231639
274471,274471
295574,148575
3855,3855
201455,201455
291874,291874
165595,165595
28396,28396
257966,257966
222,222
352483,352483
5316,4001
331363,331363
156840,272739
168537,168537
374926,374926
12171,12171
338322,125678
9963,194655
231664,231664
324639,324639
213497,213497
275463,275463
207208,207208
10174,10174
360332,360332
55834,55834
283137,225167
130827,130827
307862,307862
329204,329204
195242,195242
65936,65936
292031,284775
249552,69789
85204,85204
174802,174802
232980,232980
387769,387769
369388,369388
294986,294986
292892,292892
276779,276779
155702,148575
31745,31745
10156,2808
27969,27969
329714,329714
125048,63268
183959,183959
160669,160669
300323,130960
380439,380439
244794,244794
343899,343899
356873,356873
280811,280811
195709,156546
216865,216865
2,215308
158392,158392
63740,63740
1631,1631
194061,194061
1002,1002
21985,21985
42328,42328
39534,39534
308493,308493
189222,189222
177875,177875
42306,9203
92666,92666
301030,301030
122690,98242
42490,42490
257001,43443
353745,353745
313841,313841
132620,132620
366318,366318
13855,13855
161108,161108
22497,22497
3597,3597
224149,224149
3125,3125
325889,228602
192858,192858
66120,5782
203740,203740
490,490
144574,144574
213549,213549
163056,163056
255456,255456
256313,256313
181176,181176
146922,146922
219475,9674
111502,98242
7092,7092
159632,159632
256713,256713
9617,9617
72420,72420
207568,207568
10431,4001
108161,108161
621,621
7742,7742
106999,106999
34,146021
172062,12692
248,248
61458,61458
372649,372649
211734,211734
62225,293959
246535,125678
114438,114438
241066,241066
249750,249750
1493,1493
94483,94483
230304,279613
248878,248878
3208,3208
235454,235454
7290,7290
406767,321608
29355,29355
359211,359211
374200,374200
831,831
207330,207330
180591,180591
182260,206156
253379,253379
165186,165186
225,6830
29256,281655
17851,17851
213953,213953
323614,323614
285895,285895
8515,8515
218948,108906
263938,263938
64956,64956
3190,3190
221366,125678
6203,29285
322984,146791
367476,367476
205079,205079
2640,2640
256541,256541
262818,224133
1206,1206
230650,230650
240464,171110
72644,72644
1506,1506
1583,1583
405538,405538
148083,148083
202,202
287952,234190
292907,292907
220558,220558
97273,97273
300,300
266445,266445
307997,206051
20101,20101
336811,336811
244274,244274
146130,146130
345967,345967
150761,150761
3218,3218
373577,245487
208808,208808
368263,368263
147614,147614
26235,26235
1445,1445
1576,1576
120669,120669
369103,358246
261614,12157
128733,76150
343684,343684
1143,22038
76,76
107148,9203
17,17
180761,180761
159575,159575
686,686
316343,205046
369635,155426
59429,59429
197439,197439
162351,53093
286156,286156
339905,463
19989,19989
197178,197178
181161,181161
267661,267661
220774,178900
18746,18746
322339,158600
199780,199780
253368,253368
380707,224783
117838,102104
296557,296557
329434,240567
322623,322623
63196,20806
25114,25114
355772,355772
338467,338467
347157,347157
194523,194523
380105,347013
422042,422042
281132,121193
18243,18243
359527,320718
203270,54625
286439,217776
222862,222862
158816,158816
6927,123955
145014,145014
276633,276633
163172,163172
4550,4550
170901,36235
917,917
88513,88513
169341,169341
146548,146548
379552,379552
254110,254110
221669,221669
390422,390422
143981,211454
66190,6249
269456,242227
63167,63167
351991,351991
367833,367833
256964,256964
341233,341233
223952,223952
423648,423648
247785,313
213670,43443
3495,3495
3408,3408
280896,280896
4079,463
13751,8170
101682,101682
23950,23950
129820,129820
33495,33495
3318,3318
142063,209696
175222,463
387305,387305
367086,367086
302510,302510
35400,35400
161297,161297
19358,19358
220738,220738
242149,242149
240465,240465
27532,27532
365526,365526
191877,191877
162107,162107
205308,205308
71973,71973
3414,3414
66193,66193
114903,114903
252212,252212
256317,256317
269537,269537
144728,144728
57998,38309
143882,143882
320446,320446
21373,19854
299569,299569
340216,340216
324759,324759
3895,3895
302,302
178209,102104
158991,158991
25738,25738
147190,71671
244994,244994
38931,38931
242740,209778
11865,11865
166776,248949
1350,1350
237828,237828
4488,4488
4984,4984
64220,64220
344992,182134
299171,299171
69234,69234
20865,20865
418556,381249
155460,155460
234432,234432
252163,252163
323707,323707
159868,159868
368557,11170
204675,204675
86156,86156
23685,23685
368,368
344,344
55863,55863
81250,81250
277410,277410
25685,235
912,912
24568,2453
387388,387388
15045,105134
4205,4214
151151,151151
251830,6249
393887,393887
1678,279644
104627,104627
100734,100734
256876,151022
371183,371183
3573,3573
83629,83629
331647,331647
218025,218025
184866,184866
284982,102237
272666,272666
285232,285232
218933,54625
14035,14035
146559,146559
137237,137237
261424,70
39019,39019
173018,173018
152241,38159
354672,354672
347638,347638
369993,171273
1149,1149
350992,350992
1577,1577
1197,1197
232134,232134
255990,255990
231554,231554
85108,85108
29678,43443
29903,29903
244212,244212
256297,256297
326538,130486
342210,342210
346205,346205
414685,414685
36482,9203
322476,322476
303676,303676
341489,341489
7571,7571
319264,53093
411255,411255
272541,102104
7935,183308
277672,277672
8920,8920
322039,322039
339924,339924
206805,206805
368854,163805
307656,307656
419074,419074
182626,182626
36314,36314
35369,102104
259394,191612
247935,247935
864,864
256883,233312
128174,128174
5571,1323
57073,57073
123228,39206
365698,365698
329563,329563
30328,2129
182352,182352
252985,146652
22359,22359
327266,327266
171356,171356
217020,217020
191438,191438
262498,262498
870,870
328555,272533
131246,131246
387201,387201
395364,370591
441,441
421374,421374
319375,254386
209136,266830
66126,66126
213788,69789
126,126
23010,105134
388476,388476
158886,158886
269810,269810
7263,7263
293309,293309
359613,15839
291828,2795
326624,54625
353945,353945
255902,217934
200551,200551
142,142
147716,147716
319348,319348
34227,34227
224271,224271
311731,65532
233261,233261
393910,393910
245214,9220
32002,32002
278685,278685
258041,258041
303669,303669
6481,6481
3852,3852
101013,101013
193486,193486
292099,292099
301616,301616
370193,240225
1381,1381
153625,491
145975,145975
330021,31260
12897,12896
266444,266445
361212,361212
353546,353546
163929,145639
4958,4958
175254,175254
373759,373759
180205,180205
85424,85424
114991,114991
1413,1413
191387,191387
181236,181236
240744,240744
394127,394127
8130,8130
163097,163097
194,194
424280,318243
166107,166107
191579,148575
229006,229006
34010,34010
274405,274405
397431,397431
2555,2555
216710,9203
186904,186904
132148,132148
198414,198414
11269,11269
271524,271524
24770,24770
282006,282006
1982,1982
352263,352263
33434,2651
16933,43443
22950,22950
8273,8273
197790,197790
356133,274093
235017,353942
129976,169255
153709,153709
233956,103132
150016,150016
62972,62972
132497,132497
101929,101929
399011,399011
135877,135877
7843,7843
221368,125678
42997,42997
368386,146886
213648,213648
217894,217894
319592,319592
286326,229491
315196,315196
307832,307832
364008,364008
22420,22420
294275,294275
13354,2795
108344,108344
4920,4920
2125,2125
169275,125548
217547,463
228580,228580
28044,28044
386271,386271
307621,73761
182,182
197333,209696
198087,198087
227995,227995
3083,3083
248188,53093
49276,49276
28907,160903
281657,147537
89,89
374039,374039
7118,798
145219,145219
260927,256
235342,235342
168770,168770
25294,128
385799,385799
104377,104377
242569,242569
378477,188866
10496,10496
696,696
266446,266446
283748,283748
4424,4424
254976,254976
143994,323707
406663,375651
320855,204493
1708,1708
139508,139508
240529,240529
36887,36887
21779,21779
46782,46782
240014,240014
4974,4974
1799,1799
406498,406498
62853,62853
406322,9220
238889,238889
366129,366129
424774,370591
37589,463
334100,334100
220784,220784
232041,232041
56758,56758
265489,265489
245240,245240
97683,97683
5452,12234
261321,69789
356909,356909
209511,209511
3061,3061
222643,222643
6923,6923
313093,313093
347161,347161
163937,163937
373835,373835
209951,209951
179350,179350
2800,2800
64897,37904
208974,2808
26447,26447
184287,184287
232974,232974
197760,144733
275973,354729
376363,376363
18723,18723
415780,415780
1669,1669
260147,260147
191073,191073
337389,337389
330769,330769
269980,13
147707,38054
28452,28452
334479,210274
240843,240843
393352,393352
360212,42452
286081,286081
41474,36708
338980,71
102,102
149910,149910
163641,163641
192351,192351
259,20079
128666,143741
256478,256478
91671,91671
24396,24396
20078,20078
157653,91
293972,293972
237009,237009
341931,341931
120269,120269
364942,364942
90041,90041
274432,274432
217609,217609
4921,4921
286830,286830
1536,1536
13709,13709
43264,43264
126239,126239
205185,205185
175334,175334
128921,128921
5297,5297
136558,223
3040,3040
174402,22825
250481,250481
103814,103814
218161,218161
248584,248584
147241,147241
3534,3534
85000,85000
17923,17923
383452,383452
262939,262939
242343,257063
269418,269418
11582,11582
5455,5455
5833,7843
271528,271528
220155,220155
195226,195226
286657,165950
1674,1674
235465,183251
94396,94396
265752,224483
63758,63758
397788,397788
358974,358974
22303,22303
12283,12283
132019,293959
114667,114667
318098,278553
252402,181810
177014,177014
274861,274861
315943,111105
203405,203405
142262,142262
172507,172507
165877,165877
4562,174744
534,438
267590,267590
1379,1379
329106,169141
40432,463
312965,312965
294112,242227
285853,21133
226009,149896
358588,248158
210271,155451
22864,22864
180543,224483
895,895
17988,17988
366278,366278
172969,125548
368035,368035
6930,3408
10183,10183
213149,213149
39932,39932
244505,244505
359318,359318
219276,219276
220628,220628
422780,422780
6738,6738
6209,23142
368974,154246
3864,3864
1475,105134
5071,5071
748,748
254239,235454
124590,124590
88594,88594
41762,12171
295221,295221
159143,159143
6353,6353
3613,3613
414107,414107
293547,293547
55165,55165
1412,1412
165292,165292
279900,279900
169215,169215
291334,291334
254936,254936
155496,155496
5767,5767
65825,65825
153480,153480
539,539
284825,81640
323784,323784
220203,220203
267568,267568
192619,192619
230265,230265
344405,344405
19419,42
396587,345972
346597,129459
195237,153064
135796,69130
13084,6830
353311,302524
42111,42111
43320,29581
6607,43443
243993,243993
139443,139443
348872,348872
270445,270445
136356,136356
436,436
13071,13071
280304,280304
4014,4014
318353,318353
202942,202942
3119,3119
371431,987
10206,10206
393892,305682
246873,246873
361598,361598
165748,165748
198110,198110
339302,339302
1549,1549
292363,292363
375459,375459
371140,14996
194553,194553
369395,369395
262994,262994
271264,271264
165628,165628
248075,125678
284291,284291
102610,102610
361240,361240
398032,398032
217353,217353
157088,157088
115288,97803
246960,35052
382035,382035
341284,341284
171261,171261
359315,359315
216179,198832
191982,191982
4493,4493
359974,359974
422374,422374
311465,311465
2579,3605
1070,1070
99437,130827
288775,288775
204599,361
2447,2447
29875,29875
144566,144566
190333,190333
276499,276499
191543,51
7514,7514
140795,463
213661,213661
165346,165346
235451,235451
158534,158534
270,270
110331,110331
27658,54625
84869,84869
287732,287732
206859,206859
192401,192401
13456,13456
228399,228399
244820,171835
260645,155122
230273,69789
193265,156009
423434,282524
368028,368028
23053,23053
295490,295490
358858,13
145654,145654
6137,124590
197101,197101
111081,17329
193651,193651
225214,225214
150005,18460
173649,173649
269069,269069
241334,193483
206593,45986
126750,126750
342019,342019
2968,2968
11733,2398
358515,134726
234776,234776
161943,140535
92363,92363
225610,225610
4475,4475
3044,3044
5369,299
10989,10989
421310,421310
10226,10226
351038,351038
327371,327371
316857,316857
123536,66587
260234,28805
13530,49
83325,83325
37461,37461
66982,30932
279,279
183420,183420
335446,188547
5680,5680
38391,32341
345887,345887
39232,187617
28284,18460
1894,1894
217466,13642
17997,17997
4453,4453
279497,279497
1783,1783
189294,189294
358812,56758
415550,27627
375931,375931
43530,43530
181327,154386
256159,256159
373597,331106
272085,272085
941,941
189062,189062
41833,41833
220975,220975
400203,400203
345122,345122
118385,42898
172613,172613
362868,362868
226445,226445
86177,86177
322985,146791
283871,283871
283641,283641
334207,6830
11081,11081
48979,48979
162865,162865
204886,204886
13172,13172
369634,369634
181370,181370
381790,381790
308755,69789
182619,182619
177877,177877
246530,102104
299838,299838
393888,393888
313269,313269
209664,209664
15878,463
228390,228390
235982,235982
1602,463
368046,368046
147635,147635
328687,328687
127561,79073
99630,99630
1711,1711
1693,1693
383064,383064
144567,144567
340928,340928
265249,265249
322014,322014
354892,244522
275530,275530
351113,257501
165469,140863
1315,1315
2076,2076
360641,240271
169475,169475
55705,55705
235944,105593
224141,129731
33924,33924
21358,21358
21930,21930
32901,32901
23919,23919
337262,24068
347311,347311
223742,223742
13266,3577
17857,17857
380175,380175
294235,294235
10641,1583
330116,149241
39088,39088
184170,184170
121423,121423
160409,160409
2944,2944
237174,237174
329862,329862
2379,2379
364393,364393
67593,24480
322283,322283
232318,232318
245994,245994
188530,188530
298086,298086
2678,2678
302882,124668
240957,216459
322,322
12071,12071
177499,177499
255484,1499
216640,216640
259830,259830
118023,118023
341164,256804
83197,368
347757,347757
67917,67917
207338,207338
351648,351648
280575,280575
406321,432
146228,146228
160567,143741
8059,8059
378889,378889
1152,1152
28185,28185
239826,415780
164158,159143
174298,4230
13337,13337
147021,147021
218126,218126
182074,182074
5511,3605
368517,368517
398898,182874
272538,272538
347146,347146
137900,137900
203759,203759
160432,160432
336552,336552
194196,194196
132817,132817
97875,97875
1644,1644
364541,364541
160744,160744
257321,257321
93541,93541
175755,175755
11182,11182
359945,359945
404513,261901
210052,210052
333280,125924
110102,131246
284665,284665
393,393
418354,418354
9021,9021
371981,371981
9139,9139
766,766
274363,274363
192334,192334
297674,297674
13286,13286
134150,134150
394144,394144
310885,310885
39941,39941
161681,161681
122913,14105
4753,4753
232045,232045
23981,23981
212580,125548
228412,228412
287783,202721
460,539
282007,282007
311610,311610
332230,266121
178688,178688
34375,34375
278693,43443
191296,191296
298701,298701
286171,286171
34169,34169
68188,68188
222531,222531
36325,36325
395907,239942
233194,233194
57,57
321720,308621
67178,67178
129615,2633
337853,337853
332402,5620
380619,54998
1233,1233
299946,299946
85147,8521
252776,234396
20195,20195
146,146
128412,11
288378,169318
35289,35289
358216,358216
147305,147305
285998,272409
266564,266564
219717,63170
316410,3605
179217,179217
63027,63027
76203,463
146725,146725
399088,399088
165477,165477
13089,13089
234900,234900
192735,172308
105023,105023
382578,382578
264321,264321
27710,13
371133,371133
872,872
137651,137651
11274,11274
200834,46255
590,590
273065,273065
117854,117854
385720,385720
216234,216234
265202,265202
334310,243759
1294,463
229598,229598
114912,114912
711,10
249833,463
414302,414302
3093,3093
154600,154600
427,427
207242,207242
68260,68260
297204,297204
231223,231223
176606,176606
263178,230769
369084,686
35423,35423
42444,42444
390094,390094
335678,347013
4401,1041
68603,68603
418581,418581
318328,318328
58624,58624
332393,332393
264,264
275777,275777
38735,38735
326175,326175
4102,4102
164874,164874
10527,10527
164159,159143
181440,181440
93287,93287
639,281655
352591,352591
206715,38159
429653,271055
299266,284775
224125,224125
366397,366397
26983,26983
33150,33150
158100,146149
355516,355516
256438,256438
306676,306676
357203,357203
260934,260934
339532,339532
337195,337195
330664,298586
418858,418858
261624,149951
154892,154892
317526,317526
37296,37296
4008,4008
161926,161926
218179,218179
232900,185343
319604,319604
155065,155065
331635,331635
38877,68264
8719,8719
82,82
275557,275557
352201,352201
214204,214204
10501,508
390163,390163
923,923
150013,150013
357841,357841
394961,394961
26946,11
202490,202490
17162,17162
96260,62219
342081,342081
187679,187679
383300,253759
16804,16804
259586,163839
332233,332233
266266,266266
174518,174518
387836,271518
3321,3321
227110,150312
207230,158886
169697,169697
22161,22143
286667,300
236931,236931
145599,145599
187289,187289
27101,27101
175961,175961
209166,209166
164237,164237
339753,339753
95613,95613
228183,228183
145186,123885
280203,280203
8069,8069
327242,280032
1942,256802
298628,147020
59149,59149
335271,335271
3095,3095
3711,3711
34659,34659
330517,330517
331652,331652
330973,258074
147451,147451
172896,172896
176817,176817
342021,223215
319320,319320
225759,225759
40761,40761
299179,299179
364679,364679
396655,396655
172844,172844
204470,204470
316632,316632
190572,148601
206844,206844
7103,798
37672,54625
426,426
79067,79067
210152,210152
351155,136280
111173,111173
2154,123955
331408,331408
4454,4454
362505,362505
257077,257077
8138,8138
182116,182116
282493,282493
244171,244171
252432,252432
95386,95386
246700,246700
1421,1421
189192,189192
33088,33088
203321,203321
217531,217531
147768,147768
3416,3416
114261,114261
25775,25775
416266,416266
319899,319899
181265,181265
199881,199881
148641,56796
5508,12896
123045,123045
235362,235362
284195,266445
150010,216865
144526,2533
423270,338467
3818,3818
330,330
24416,24416
27968,27968
669,669
295609,295609
362860,362860
296986,296986
126912,126912
387763,387763
109451,109451
2872,2872
9735,169
187056,1621
236475,25821
398684,348096
255516,255516
5614,5614
164031,43443
282707,282707
284306,284306
346773,346773
162315,162315
194062,194062
323046,323046
2063,2063
147299,147299
279741,279741
415981,415981
336323,336323
233976,233976
224403,224403
4356,4356
148767,148767
149097,149097
334646,334646
266177,16992
341876,253664
383701,383701
233015,233015
126613,54625
171278,171278
5677,5677
147240,13
362723,362723
363481,363481
66781,66781
265785,265785
27266,3895
230590,230590
5357,5357
150014,150014
368413,368413
151,151
7086,236239
226146,226146
312059,20734
4522,4522
28302,463
4610,4610
293941,293941
258,102104
4637,4637
9606,9606
165347,165347
11634,11634
248763,248763
341779,341779
181122,181122
357071,357071
12898,12898
342479,342479
402324,402324
319114,319114
31697,31697
129293,129293
283289,283289
356485,356485
254189,172881
172008,172008
191986,191986
192830,197178
163027,163027
88016,88016
22677,22677
314393,314393
223602,223602
177702,177702
176,176
288828,66171
328859,328859
154479,154479
66437,66437
391497,391497
1302,1302
219638,219638
28739,438
102144,102144
69851,76150
368956,368956
131261,131261
277131,277131
236650,236650
193551,193551
62922,62922
1203,1203
222821,38531
250,483
950,950
343847,343847
342016,342016
204879,204879
72478,72478
385325,344789
35188,35188
349179,349179
326767,21133
10642,1583
16320,16320
360706,251412
342674,342674
7251,3613
141653,141653
67823,67823
1582,202942
175495,175495
33767,463
265684,265684
3279,3279
8126,8126
8316,8316
2891,2891
146158,146158
13511,13511
322124,322124
203655,85256
66125,66125
304333,304333
308416,308416
286363,286363
344408,344408
329432,329432
54643,1155
344759,344759
69278,69278
249505,249505
125996,186751
308329,248158
248375,299
980,11
311822,311822
21947,21947
21022,21022
260786,234190
292029,284775
158544,158544
295072,295072
4862,4862
395181,395181
386989,386989
347505,347505
263223,263223
174219,36553
130295,130295
286145,286145
2580,3605
38553,38553
6657,6657
228766,228766
1448,1448
287507,287507
298512,298512
163081,163081
3586,3586
129945,129945
273655,146791
131568,131568
383458,383458
379928,379928
257706,257706
378848,260605
185021,185021
373621,373621
1668,1668
288539,288539
88406,88406
354859,354859
353848,353848
273976,27627
180942,146784
347909,347909
400113,400113
72132,283748
103184,103184
14403,54625
291511,46
295931,295931
392842,392842
361923,361923
410226,366683
192656,192656
147568,105134
82402,82402
15261,15261
336851,331190
370444,370444
112991,43443
228553,195137
3992,3992
697,697
313129,313129
891,891
113,113
236304,236304
280566,280566
160044,54625
193213,193213
354307,354307
384136,384136
109764,109764
357975,357975
259121,259121
293981,293981
16443,5576
259857,259857
233502,233502
246742,246742
192663,161108
231450,231450
246862,246862
299268,284775
3710,157323
12830,12830
105024,105024
92852,92852
133437,43443
245222,245222
356907,139030
8222,8222
298154,99630
219621,30539
252576,125678
4564,4564
109548,109548
1309,1309
230361,230361
344937,344937
39939,39939
192296,192296
151835,131260
2316,31056
275032,275032
3412,236239
258244,258244
361905,361905
320879,320879
34639,34639
172560,172560
178007,178007
368040,368040
33759,337627
177697,143741
230358,230358
316,316
194078,194078
85652,85652
33732,33732
193715,193715
118776,118776
354866,354866
54433,54433
304666,304666
360242,193867
159355,159355
282008,282008
18932,18932
318388,318388
245389,203411
150446,1499
285554,285554
342209,342209
181393,181393
259345,259345
4255,4255
152567,5781
243971,243971
121764,121764
352485,352485
156482,156482
340899,340899
34166,63975
319107,319107
66613,66613
25314,463
185374,185374
162041,162041
230667,230667
2168,2168
113931,113931
327793,327793
145501,145501
258389,258389
267402,626
295147,295147
199047,199047
178835,178835
194723,194723
174611,174611
252657,252657
394735,394735
353196,353196
351488,351488
370130,370130
363278,254683
248928,248928
194298,194298
374134,374134
212487,212487
19187,5576
16000,16000
147370,147370
274234,274234
342277,342277
43691,43691
246531,102104
