bgg_id,representative_id
156546,156546
356123,356123
421,421
297562,127023
70919,70919
54,54
144344,144344
181304,181304
351913,351913
97207,97207
24181,24181
255668,163068
318184,318184
77130,77130
21241,21241
184921,184921
329839,329839
171,463
295374,295374
41114,128882
295895,295895
59294,59294
193037,150376
172818,195421
25292,25292
22545,22545
93260,93260
322708,322708
262211,262211
66589,66589
140934,140934
59959,59959
400314,400314
188866,188866
222509,222509
63888,63888
260180,260180
48726,48726
345972,345972
245655,245655
143693,143693
219513,219513
47,47
136888,136888
176734,176734
172081,172081
296100,144344
37046,37046
70323,70323
270633,191189
319966,319966
170771,170771
163745,163745
284189,284189
186751,186751
332800,93260
187617,187617
13,13
345584,345584
246192,246192
203420,203420
227789,227789
8217,3076
45315,45315
155987,155987
54138,24181
101721,101721
311988,311988
251219,148949
318084,318084
176920,176920
138161,138161
194594,194594
370591,370591
301880,170042
146439,146439
90137,90137
155873,2651
329591,144733
304420,304420
119890,31260
24480,24480
234277,234277
19777,19777
385761,385761
350316,350316
92415,92415
372,760
111341,111341
349067,77423
9217,9217
297030,297030
128671,128671
124708,124708
202426,202426
234487,234487
169427,169427
265736,265736
192458,154203
379078,379078
195539,195539
25554,363622
247367,247367
198773,178900
336382,298047
256226,230802
171908,93
245934,245934
286751,176189
274638,294484
128271,128271
39683,39683
215311,215311
269210,244522
260428,161936
250458,250458
234,234
100901,100901
182134,182134
243,243
244711,244711
342070,342070
333255,333255
192153,161936
478,478
262543,262543
205398,478
21348,14996
11,11
284742,284742
54625,54625
357563,357563
11170,11170
298069,298069
34219,34219
31594,31594
13122,13122
158899,158899
276182,276182
71,71
246684,246684
27162,27162
280794,280794
83330,205059
293141,70323
146791,146791
292375,292375
239942,239942
33160,233398
308119,308119
350933,350933
15062,15062
291794,244271
98778,98778
303057,303057
251658,251658
236191,236191
66188,66188
157969,157969
177478,177478
40354,40354
17226,164153
204305,2511
136063,136063
258210,258210
290236,290236
315767,263918
274960,274960
197376,197376
233312,233312
12942,12942
25417,146439
121,283355
166669,3076
10547,10547
1,1
43570,43570
699,699
180974,180974
151347,151347
229220,229220
63628,63628
176396,176396
194607,194607
36932,36932
156858,156858
144592,144592
343905,343905
351040,351040
206480,206480
150,150
318182,318184
161614,161614
215341,215341
40765,299659
17392,17392
62222,14105
240196,10547
6249,6249
316412,316412
133473,192291
105134,105134
356033,356033
220,220
147949,147949
18833,18833
270844,154203
256952,256952
342810,342810
127398,127398
55670,55670
102652,102652
315610,315610
21790,21790
156009,156009
355093,355093
191862,191862
79828,79828
131357,131357
153938,260605
264241,264241
91312,91312
113924,176189
216734,244271
96913,96913
271601,271601
216600,216600
66362,265188
245654,245654
18,18
269144,269144
712,712
150658,161936
232414,232414
97786,40692
5404,5404
503,503
325635,294484
267367,123260
181530,181530
154809,154809
193042,193042
9674,9674
290359,268864
328565,328565
140068,31481
28023,28023
175095,175095
177639,177639
171668,171668
256730,256730
20437,20437
133038,133038
290484,290484
34119,34119
22827,175155
162082,162082
340466,37111
252328,103885
335764,294484
144189,144189
293296,364073
284435,284435
385529,385529
221965,221965
353288,353288
224710,176189
125618,356033
137408,137408
319422,199792
117959,117959
4390,93
160010,160010
338834,318977
367150,115746
62227,62227
432,432
264055,264055
226522,226522
283393,283393
133848,133848
105551,105551
183251,183251
196326,463
142379,142379
365258,365258
170561,170561
193949,193949
348406,244271
336847,189932
307002,307002
6472,103343
232043,204583
163968,163968
262215,262215
97842,97842
273330,273330
100423,100423
266830,266830
172308,172308
31730,31730
27173,27173
155703,182134
144797,144797
334590,334590
385610,385610
90419,90419
358661,271055
354934,354934
15985,712
475,475
265402,265402
300300,239188
304051,304051
218603,218603
15363,15363
213460,213460
128996,128996
5782,5782
37904,37904
27746,27746
42215,42215
119506,119506
206941,206941
318009,221194
353545,353545
336794,31481
84419,84419
205359,205359
2346,7854
65781,236191
381297,294484
169255,169255
245961,245961
248490,248490
271518,271518
348450,348450
141572,141572
42776,42776
346965,230802
319910,319910
257501,257501
107529,107529
209778,209778
244115,244115
159508,159508
123540,123540
123123,123123
31999,7854
237179,237179
143519,143519
69789,69789
483,483
95527,95527
30869,30869
151022,151022
21763,21763
328866,328866
270673,270673
256382,271518
17405,17405
296237,296237
552,552
42052,175640
46,46
233247,233247
359438,172386
284777,294484
329954,93
296912,296912
171499,171499
58421,58421
362944,115746
170624,170624
284760,271518
2398,2398
45358,6249
204472,204472
128780,128780
113294,113294
328479,328479
135779,135779
167400,167400
192836,192836
13004,13004
24508,24508
379629,379629
278292,185343
36553,36553
130960,130960
269511,269511
218074,218074
212445,712
143741,143741
367498,162886
9625,9625
39938,39938
39351,39351
71721,71721
367966,367966
266121,266121
331787,331787
163839,163839
256999,256999
1513,1513
41,463
307305,307305
135219,135219
163166,147949
190082,59959
140603,140603
134726,134726
88,88
3201,18833
346703,173346
111799,111799
174785,174785
258036,155426
183840,183840
875,875
370913,161936
2453,2453
202670,14996
121408,121408
20963,181279
334065,334065
298383,298383
58281,93260
3685,3685
369880,369880
1353,36553
156336,156336
329551,329551
30380,30380
295564,294484
180593,180593
352515,352515
270239,270239
281655,281655
181521,181521
329500,329500
326494,326494
291845,291845
7717,93
150997,146791
169654,169654
20100,20100
241724,241724
242639,242639
383607,383607
361545,361545
45,463
232219,232219
153016,46213
183562,103885
146278,146278
1465,1465
213893,213893
2955,2955
50750,50750
47185,47185
306040,306040
91872,91872
168584,463
73761,73761
11825,11825
347703,347703
231581,231581
283864,283864
367041,367041
368173,368173
121288,92828
179172,179172
281442,281442
65532,65532
180511,180511
242574,232832
168435,155426
65244,136063
193558,193558
162007,162007
198953,308119
346501,346501
15512,15512
337765,337765
244114,42
119432,119432
270970,232832
244228,244228
226320,169786
126792,126792
286063,286063
300877,300877
51,51
283863,283863
137988,176189
132018,132018
299047,271518
160499,70323
194879,194879
9823,9823
29368,29368
29603,29603
68425,68425
200147,200147
155624,155624
73171,73171
2163,54625
203416,203416
70512,70512
21882,21882
276498,276498
72321,72321
22345,22345
161417,161417
175117,175117
306881,245654
87890,87890
179275,179275
148729,148729
173064,173064
40628,40628
116998,215341
15364,15364
192457,192457
170416,170416
218333,218333
143515,143515
262941,62219
1035,1035
301255,301255
31563,31563
300905,300905
122298,122298
418059,418059
201825,201825
220517,220517
318243,318243
256788,256788
387866,387866
249381,249381
163602,163602
345868,345868
251678,245654
279613,279613
218121,218121
244992,244992
248065,176189
59946,91872
244608,244608
131260,131260
249277,249277
171273,171273
2093,2093
318560,318560
220520,31260
299684,299684
181687,181687
103886,103886
238799,238799
254708,169426
254386,254386
204516,204516
280480,280480
214887,214887
91514,218333
66356,91872
176165,176165
158435,158435
218479,218479
43528,43528
125678,125678
191051,191051
3307,20551
266164,266164
165401,165401
198830,198830
216459,216459
56692,56692
253499,253499
154825,154825
214880,214880
244331,244331
252153,252153
299169,299169
255692,28143
160495,160495
12002,12002
203417,203417
207830,207830
155362,155362
25669,25669
329465,329465
198740,463
234477,234477
338957,338957
363247,230802
354570,268864
53953,215341
230244,230244
166384,166384
277700,277700
16747,16747
285984,37046
331265,156009
55600,55600
334986,334986
179803,155068
264052,264052
256570,256570
227460,234
8125,8125
281549,281549
173,37904
238992,238992
214029,214029
23540,23540
36235,36235
110277,110277
317457,221194
162286,162286
314503,314503
239472,239472
156566,156566
272738,272738
147151,147151
30645,30645
359970,359970
260678,34635
223770,223770
160851,160851
37380,37380
586,586
197443,197443
177352,39938
239464,239464
156943,9217
224597,54625
342900,342900
171905,164928
528,7854
27588,5782
79127,79127
112,112
275467,275467
241590,241590
316546,244522
172047,172047
11971,11971
122522,134726
217780,217780
30933,143741
227456,227456
332290,332290
212402,212402
117915,117915
131287,131287
30957,30957
270314,270314
245643,245643
267319,267319
145659,145659
119788,119788
201921,201921
197405,197405
219215,219215
228328,228328
137269,137269
148575,148575
41002,41002
1345,1345
228867,279613
347305,347305
173442,22545
12962,12962
341945,146886
272739,272739
297129,297129
234671,161936
12891,40354
66056,66056
177590,177590
232918,232918
309630,40692
113997,181304
26990,26990
386368,386368
295785,295785
202408,202408
904,904
24800,24800
12902,93
235488,148949
231218,231218
196526,196526
8203,8203
16992,16992
154458,154458
148319,148319
228504,228504
151004,134726
26997,26997
294612,294612
355483,355483
329845,92828
2181,2181
233571,233571
351817,176189
284818,18602
363307,363307
8051,8051
1041,1041
233262,233262
823,823
239307,239307
291508,291508
222514,160010
164127,93
172931,172931
193214,193214
316624,316624
195137,195137
245476,245476
9440,9440
21523,181530
98229,98229
681,681
94,90419
300217,300217
169124,169124
191977,363622
343562,282524
223953,223953
35052,35052
177524,177524
38996,38996
129948,129948
195560,195560
268201,244271
295293,295293
38054,38054
302098,239188
372559,372559
15817,15817
245487,245487
342848,161936
240,240
382843,382843
13642,13642
197070,315610
195162,195162
338760,338760
203427,203427
298065,298065
108906,108906
156689,146652
195314,195314
28181,28181
35570,35570
368061,368061
491,491
368058,368058
276894,14996
199966,27162
91536,148575
158889,93260
194517,194517
108784,69789
271529,271529
204027,204027
241266,241266
324090,324090
270971,37380
72287,21763
156776,156776
300753,300753
177678,177678
24068,24068
210296,210296
313889,313889
253284,14996
224,224
368305,368305
104710,104710
161866,176189
143884,143884
27976,11170
18098,18098
242804,242804
40793,40793
244654,244654
221,221
1382,1382
157403,157403
139898,139898
52461,52461
106217,106217
98351,98351
278,66056
318553,220877
287084,287084
295607,295607
202077,202077
230080,230080
134352,134352
305682,305682
132028,24800
256589,256589
228855,228855
279254,279254
271319,117959
191300,191300
19600,19600
200077,200077
26566,26566
554,554
22825,22825
255924,119432
281474,281474
217861,217861
299252,299252
217449,217449
41066,17392
165838,54625
194880,194880
82421,93260
298231,298231
178336,178336
171233,171233
325022,325022
168917,134726
293889,293889
146312,146312
173090,173090
66505,66505
274124,274124
153065,153065
281466,117915
154086,154086
43443,43443
198454,198454
176371,170042
171669,171669
95103,95103
95064,69789
362452,362452
242684,242684
301767,181304
244536,244536
205597,28143
65901,224517
371433,371433
296108,167791
35497,35497
254127,254127
252526,98229
218509,218509
97903,97903
227515,227515
299960,299960
1115,463
174570,146652
1634,54625
157809,126042
182340,248562
141517,141517
17329,17329
136991,136991
150999,150999
228660,10547
160018,134726
261114,261114
82420,93260
303553,303553
306481,306481
327,327
61692,61692
159504,159504
207243,207243
25821,25821
340041,204583
161882,161882
104363,283355
131646,131646
200954,110277
158275,148575
318983,318983
208024,208024
37628,37628
273477,273477
164949,164949
191231,191231
300327,300327
243759,243759
9220,9220
55427,21763
141423,141423
130176,130176
206051,206051
185589,195421
145639,145639
352697,352697
276042,155987
342444,239942
188547,188547
360692,360692
175199,19857
281194,281194
184151,121408
25568,298231
183571,183571
206931,206931
939,939
329873,245487
284936,284936
129736,11971
180680,180680
347137,347137
355326,355326
368017,368017
230933,230933
75449,75449
72225,214887
213984,363622
1608,1608
360265,360265
223750,141572
69779,69779
284108,284108
83195,144733
326945,155426
551,10630
387780,387780
311715,311715
60,40692
328908,328908
229892,26990
234669,234669
163154,163154
35815,35815
60153,115746
284121,284121
207691,207691
142326,142326
296345,2511
352574,352574
102548,102548
6830,6830
351526,351526
233961,233961
82168,82168
187377,187377
5737,5737
1301,124742
135382,135382
271869,192291
375651,375651
127518,127518
340677,340677
140933,140933
298638,157969
332386,332386
18100,491
328413,322289
241477,241477
137297,137297
181796,97842
154246,154246
44163,44163
22141,22141
149155,149155
13823,13823
354544,294484
281526,281526
387378,387378
242722,17392
183880,105134
152162,152162
268620,268620
67492,146439
16986,16986
192074,192074
71671,71671
116,116
1822,1822
105,105
397385,397385
207336,207336
41916,41916
156091,156091
85897,215341
257518,36932
63268,63268
252752,252752
219100,219100
310448,256952
45986,45986
358504,10547
1540,1540
121410,121410
39953,169255
357726,154203
256606,256606
338628,338628
313010,39463
8989,8989
340325,340325
3955,143741
322622,322622
229265,229265
16395,2453
91080,91080
302388,302388
251412,251412
257614,257614
124,124
358320,255984
335212,102652
85256,85256
12995,12995
213266,213266
246761,246761
833,833
174660,174660
10,10
145371,145371
159473,159473
123570,123570
89409,123123
354,354
27364,18602
295262,295262
359152,223040
37836,37836
244049,244049
214000,31594
282954,282954
291859,291859
113873,113873
163642,163642
151007,151007
2842,2842
152470,152470
206915,206915
231484,231484
221318,221318
245422,219215
268012,268012
327711,271324
174226,174226
210232,210232
134253,277659
353470,463
2397,463
10640,164153
34084,172308
126100,126100
240855,240855
368432,368432
176544,176544
362986,362986
42452,42452
355433,355433
269595,269595
249703,217780
826,826
624,624
164265,164265
15818,15818
121297,245961
216092,213460
68264,68264
527,7854
298102,298102
38159,38159
147303,93
104020,104020
309110,309110
103,103
180020,180020
7805,7805
299317,191189
416851,416851
25643,25643
341530,341530
55829,61692
288169,221965
159503,159503
226518,226518
217085,217085
104347,104347
299121,299121
284778,294484
303731,303731
226520,226520
157526,157526
291962,291962
301257,301257
160610,160610
180899,180899
182694,182694
394,394
224821,179275
338476,203993
9203,9203
94246,94246
268586,432
98527,98527
233020,233020
150312,150312
128721,128721
173101,173101
297985,760
89952,93
255262,31260
163474,163474
314088,251658
272380,272380
256997,256997
339906,339906
298371,298371
19100,19100
438,438
1897,13
396989,396989
98,35052
117985,13
154386,154386
240271,240271
191597,176165
53093,53093
1829,105134
123955,123955
202583,202583
811,811
247236,221194
171879,171879
175324,175324
310632,310632
183006,183006
127024,127024
200853,284435
230085,230085
205716,205716
137649,137649
165986,165986
394106,199792
17396,17396
177802,134726
27627,27627
348220,348220
302425,302425
219101,219101
272533,272533
369646,369646
302524,302524
204836,204836
855,855
339958,339958
300442,300442
139030,139030
15,39463
30381,30381
1159,1159
131014,93
18258,176920
281946,233312
66837,66837
17223,17223
344258,344258
165872,165872
403441,403441
223855,223855
253608,253608
218421,218421
3284,294484
297978,297978
91873,91873
151771,151771
8045,8045
255674,191862
119591,119591
205317,205317
191876,191876
33604,33604
132372,121408
143405,143405
225244,14996
199,199
139991,66188
377470,377470
50768,50768
271615,217372
2122,2122
139771,103885
2338,2338
331050,271518
42910,42910
335609,335609
204505,204505
1568,1568
373167,373167
350636,350636
395375,395375
283294,283294
1261,1261
230,131646
254591,181521
254226,254226
164338,164338
365104,365104
232988,363622
312267,312267
1403,1403
264982,264982
113401,85256
316858,316858
19237,155362
111124,37111
1198,204583
272453,257501
23094,23094
249746,91312
257769,257769
349955,244521
42487,50
253759,253759
318472,712
159109,159109
238638,238638
330038,330038
326933,294484
205418,31260
257527,257527
293835,293835
10093,35052
342562,342562
260300,260300
134453,134453
106,106
22038,22038
287938,223953
261393,261393
191894,191894
254192,199042
929,929
229491,229491
393672,393672
4099,4099
216201,18
94362,94362
310192,310192
304285,463
5716,5716
2507,2507
195856,195856
366162,244522
194626,194626
242,242
60435,256589
271088,271088
57390,195137
260789,163474
264198,54625
9446,9446
199383,199383
232361,232361
219217,219217
344554,344554
167513,167513
288513,288513
331224,176189
12495,12495
338093,338093
218530,218530
142852,125678
179572,179572
165950,165950
180040,180040
878,878
350205,350205
181810,181810
215841,215841
15126,15126
175549,175549
24310,24310
29223,29223
300001,300001
71836,156336
332944,332944
157001,121408
21441,21441
176229,176229
22,22
131366,142326
244995,244995
172220,91872
244918,244918
254713,254713
8098,8098
393325,393325
187700,187700
326934,294484
352418,352418
2987,2987
1915,1915
105037,105037
400602,400602
244191,244191
293207,293207
318985,3076
181524,155068
223740,223740
331820,331820
322656,322656
347811,192135
176083,176083
246663,246663
358124,93
363369,363369
2065,2065
206803,206803
359402,359402
223931,2511
16496,16496
248125,248125
38863,38863
1231,1231
142992,142992
264647,264647
230889,230889
200511,200511
318546,318546
366994,366994
215842,215842
323156,323156
38823,38823
72991,72991
214396,214396
194690,194690
252929,252929
331401,331401
371972,371972
67877,67877
147154,9446
3228,3228
131325,85256
350458,350458
254018,254018
267609,267609
332321,332321
166226,166226
197097,197097
172385,172385
157820,113294
33451,24310
184424,71
355997,342070
63975,63975
196202,196202
19999,19999
915,915
168,168
266966,244271
148951,148951
148203,148203
306882,245654
216091,213460
230791,230791
212516,212516
336929,336929
255664,255664
38713,36553
481,481
39684,39684
361241,361241
196,196
253214,253214
248158,248158
163413,163413
66,5737
148943,131357
6411,2453
269603,269603
22877,22877
348096,348096
200057,200057
138431,138431
258444,258444
179460,45986
167270,1261
201,201
181819,181819
30618,30618
1219,1219
272682,272682
232595,232595
285533,285533
283317,180263
371947,371947
347013,347013
119,119
204,204
147170,93
345976,124742
143986,143986
492,492
306709,306709
125548,125548
312859,312859
233678,233678
902,902
21550,21550
226501,135382
262114,262114
101785,101785
328326,245961
166857,19600
282853,13
116954,116954
195043,150312
186659,163967
220133,220133
115,115
266083,266083
20542,20542
29934,29934
34887,34887
270871,270871
275044,275044
1499,1499
330592,330592
149776,149776
129051,129051
3072,54625
195544,176229
146910,146910
315695,315695
255675,255675
285905,285905
330608,330608
5206,5206
43022,43022
155731,123540
156714,156714
285265,285265
204135,204135
358557,279537
300010,300010
161617,45315
312318,232832
131111,131111
41863,35052
225167,225167
350736,350736
295260,271324
594,594
253664,253664
24827,24827
40209,40209
267127,267127
18745,18745
283619,232832
367517,367517
174837,174837
175223,150999
149951,149951
322616,322616
276830,276830
246200,246200
40270,40270
312251,312251
282414,282414
196496,149951
325698,325698
619,619
27225,27225
39339,39339
172381,104006
217398,217398
383499,352697
494,494
2251,2251
302260,302260
223376,223376
216849,36218
349463,349463
169794,169794
284584,284584
24417,24417
57925,57925
302312,239188
175239,143884
143175,143175
301716,301716
286537,172081
54137,54137
338460,281259
309105,284435
13308,13308
244916,244916
274841,274841
193308,166384
1544,1544
75165,75165
175307,463
192860,192860
526,526
99975,85256
214484,214484
280136,280136
22192,22192
215471,215471
256852,256852
94104,94104
120523,120523
376683,376683
364766,318977
140711,93
106662,2651
367518,318184
26,26
41010,93
124172,16992
37919,37919
230267,230267
204184,204184
174973,174973
361,361
280453,280453
275913,144592
2081,2081
38718,38718
371077,371077
251551,176165
3565,3565
254683,254683
38545,38545
2393,463
34194,5782
13780,13780
171662,171662
316786,316786
337787,337787
43868,43868
215840,215840
218804,218804
13884,13884
31497,31497
240567,240567
271321,271321
1032,1032
270109,491
294702,294702
295577,260300
351605,11
366310,244271
352695,352695
183231,183231
155695,155695
366683,366683
267813,267813
143185,134726
41933,174226
370164,370164
320,463
170604,170604
38343,38343
157917,157917
38862,38862
4636,4636
235555,281655
8190,8190
109125,20551
12692,12692
178054,141517
328124,284378
158900,158900
356414,356414
144041,144041
225482,225482
274450,274450
256804,256804
183685,183685
221769,281655
309430,309430
92319,92319
351476,295486
320718,320718
152,152
122294,69789
297486,297486
222542,222542
336755,70323
377061,377061
334011,334011
166571,166571
61487,61487
254,254
315727,315727
140,140
112138,112138
66510,24310
398,398
208895,208895
7480,7480
237,237
128442,128442
364186,220308
146816,146816
295905,295905
128667,143741
73664,271321
32125,32125
90040,90040
145189,85256
226634,226634
267378,267378
102435,102435
320390,320390
986,986
34297,34297
266967,244271
360153,244271
375852,199792
12761,12761
269752,269752
180852,180852
193728,193728
14254,150
172933,172933
244513,177524
73369,154203
162009,162009
168609,168609
206940,93
182189,182189
252399,170416
241831,241831
8129,8129
22484,9674
49,49
21920,21920
235014,235014
205610,205610
88827,10630
17419,13
330950,330950
123607,123607
280748,227456
300683,300683
273703,273703
63170,63170
251747,251747
24742,24742
227072,227072
163,1544
6351,6351
248861,248861
269725,22345
47055,281655
123239,20100
2808,2808
202977,202977
103185,103185
301919,161936
55697,55697
210274,210274
85325,85325
235375,235375
171011,171011
358816,358816
4396,192074
212346,146791
195571,146652
358981,247367
294514,294514
46396,16986
207572,207572
355888,355888
146418,146418
293678,293678
24773,24773
186375,123540
269968,269968
6901,6901
259298,259298
22348,22348
15511,15511
253618,207830
120,120
3097,3097
314745,314745
228372,228372
3800,156566
185257,63888
112686,125678
205046,205046
342894,342894
142131,36218
304668,304668
701,701
236217,206915
206084,206084
356754,356754
226605,226605
1117,1117
323255,323255
392023,392023
3931,174785
220632,220632
147253,259298
229713,229713
58936,58936
277927,63975
413246,413246
245354,239307
248005,248005
223215,223215
165948,165948
172996,319966
273910,273910
381278,381278
335275,335275
1111,1111
329716,329716
198487,134726
169611,463
340364,143884
157413,157413
138233,69789
30658,30658
180199,180199
273814,273814
402676,402676
28089,28089
131835,174973
1234,1234
207729,207729
343844,307305
183284,24417
220792,220792
84732,84732
411567,411567
5072,5072
111417,111417
715,715
107255,1159
259061,259061
230303,279613
156455,183394
423,423
216632,216632
303551,69779
173761,46213
259081,143884
142079,142079
268504,268504
33154,33154
282391,161614
360206,360206
302520,302520
472,472
385680,385680
175293,175293
174078,174078
28259,28259
298229,162007
139993,107529
152242,38159
293348,293348
155969,155969
40398,463
38386,38386
113289,113289
34585,50
1107,152
205125,14996
325555,325555
157,157
339484,339484
340,340
17710,9625
1887,121408
157096,157096
179303,147020
267271,58421
230383,230383
26457,26457
70,70
229218,13
216428,216428
284217,284217
203430,203430
217083,7854
9441,9441
12477,12477
266965,244271
386937,386937
142057,93
352179,191189
362020,362020
294693,294693
242653,242653
16267,2842
303672,303672
122842,122842
252446,122515
272427,272427
250881,250881
317434,317434
96007,154203
85005,85005
163805,163805
233208,101785
42673,42673
24703,11170
12750,12750
271060,133038
216497,216497
319807,319807
302336,271518
71074,71074
321277,35570
103092,103092
123499,123499
104955,19600
136280,136280
329226,329226
256320,256320
278553,278553
181345,181345
357028,102548
127997,127997
6887,463
402663,402663
271519,271519
339214,339214
6205,6205
35435,35435
347805,347805
218208,14996
351538,351538
71061,472
266964,244271
299963,299963
120217,120217
28,28
193927,104020
317311,317311
265256,265256
233868,233868
29937,319966
1563,1563
21551,21551
1662,1662
289081,289081
592,592
62871,62871
177354,177354
314582,55670
330174,330174
185538,185538
57660,36553
19622,19622
249590,249590
176558,176558
315881,179172
191925,191925
903,903
287589,287589
242529,242529
337,337
17053,204583
343526,343526
342372,342372
31105,191300
259374,259374
198287,127398
35503,12
300583,300583
303051,303051
274466,150999
218293,218293
366752,366752
220367,220367
66588,20100
263895,263895
231696,231696
180592,180592
8107,105134
323613,323613
295488,127398
399941,399941
277597,277597
232,232
91984,91984
171726,256999
65282,65282
146221,146221
274428,274428
380165,353545
315060,294484
466,466
98918,281655
180901,180901
1295,1295
163370,93
249,249
730,730
65564,123955
37907,37907
258148,258148
205158,178900
238546,238546
257732,257732
249763,233961
180771,180771
230305,279613
142271,67877
197572,54625
2381,2381
125921,13
243430,243430
131904,131904
75358,75358
37387,37387
352454,352454
198525,198525
63759,63759
67239,13
145588,145588
187273,187273
36648,36648
308989,308989
38992,38992
143404,143404
248918,248918
291847,291847
63543,63543
277458,277458
285775,257501
227466,227466
216070,216070
247585,247585
144553,144553
224272,224272
157026,69789
184824,274428
138649,148575
109291,9203
56931,16496
285894,206931
322561,244271
3720,3720
270847,270847
37358,37358
192945,143515
144529,144529
118174,118174
338376,338376
22245,22245
193737,43443
238393,21241
387514,387514
32412,32412
215312,215312
261594,54625
925,925
160902,148575
212281,212281
155463,125678
128,128
559,559
322588,322588
92190,92190
208773,159473
118695,118695
21133,21133
276086,276086
195528,146886
113636,113636
253684,253684
141007,93
313262,313262
65515,65515
442,442
281515,281515
157958,472
209671,209671
358085,358085
211716,332686
153507,35497
369548,369548
169416,169416
7,7
105593,105593
19526,19526
220775,178900
360366,264220
156496,156496
210290,146652
125752,125752
9910,9203
223049,223049
238656,238656
327890,304051
73,73
193739,66505
348554,348554
84,84
330036,330036
330084,330084
143401,143401
142961,215341
34707,34707
245931,245931
381249,381249
7858,7858
209660,209660
198190,198190
363183,123540
169318,169318
1270,1270
168681,168681
252556,252556
36946,36946
252877,252877
197831,197831
335427,335427
16772,120217
214032,214032
137330,137330
266722,266722
209324,209324
99,99
