game_id,bgg_id,name,num_all_matches,num_connected_matches,num_all_players,num_connected_players,num_regular_players,num_max_matches,two_player_only,elo_k,std_dev,p_deterministic
1604,313442,Pugs in Mugs,25506,17926,13011,5385,307,1124,false,15.0,49.9,0.23
1970,407297,River Valley Glassworks,104203,93808,22229,15494,1963,1219,false,14.0,49.5,0.23
1918,393325,Captain Flip,2061575,2018990,98128,76301,22745,21950,false,8.9,49.5,0.23
1763,1269,Spite and Malice,275808,268625,9136,6626,2154,4202,false,7.2,49.5,0.23
1178,73365,Papayoo,227878,222538,25089,19684,4397,7214,false,12.3,49.5,0.23
1213,236639,Flaming Pyramids,280705,235964,63996,35144,5053,5539,false,15.2,49.3,0.23
2047,359499,Pescado Novo,2534,2002,1438,791,30,291,false,18.1,48.9,0.23
1525,344268,The Mother Road: Route 66,6610,4947,3866,1742,98,697,false,13.4,48.5,0.23
2300,266722,Rumble Nation,43747,37478,17876,11266,768,1712,false,16.1,48.4,0.23
1925,387248,Unrest,3953,2420,2270,848,30,449,true,14.5,48.2,0.23
1282,18946,Just Desserts,619494,547450,94496,49728,7120,9242,false,9.9,47.6,0.22
1392,112598,Monster Factory,65879,45208,34961,13161,741,1249,false,13.0,47.3,0.22
53,2397,Backgammon,7277822,7188710,189244,126558,27322,47645,true,5.0,47.1,0.22
2165,434906,Tag Team,95235,86322,19136,12698,1532,1388,true,11.2,47.0,0.22
1762,382194,The Great American Fox Hunt,1959,947,1445,505,19,143,false,14.4,47.0,0.22
2000,149869,Sherlock 13,29466,19234,10477,4235,371,1989,false,13.1,46.8,0.22
2364,359970,Challengers! Beach Cup,55444,51095,15346,10797,1613,804,false,14.8,46.7,0.22
1299,12942,No Thanks!,412747,268542,260605,105936,8523,6927,false,18.4,46.7,0.22
1647,369336,Herd,11506,8628,3985,1262,111,2865,true,10.2,46.2,0.22
1305,15878,Liverpool (Cozy Oaks) Rummy,39419,36377,3151,1663,344,3102,false,7.9,46.2,0.22
1991,371787,Cradle to Grave,3766,1615,2921,879,28,119,false,16.7,46.1,0.22
1711,352238,Turncoats,5600,3480,4829,1928,46,275,false,14.2,46.1,0.22
1714,376574,Splash Down,3341,1782,3803,1251,23,188,false,16.5,46.0,0.22
1036,40213,Nile,48224,42212,11115,5553,768,1988,false,11.7,46.0,0.22
1707,379110,SETUP,171603,163901,15642,10906,2319,5604,false,9.8,44.6,0.21
1254,,Oh-Seven,23519,10642,8114,3060,277,800,false,16.3,44.6,0.21
1485,217547,Can't Stop Express,698327,657891,68191,44322,9456,13891,false,9.0,44.4,0.21
1271,13337,Solo Whist,5872,4687,2325,1622,177,449,false,17.0,44.3,0.21
2254,435652,Easy Peasy,247109,235024,22908,14540,3091,4165,false,8.6,44.0,0.21
2043,415780,Lure,27309,19513,14530,7301,330,414,false,14.4,43.9,0.21
1439,70323,King of Tokyo,2849789,2728617,349608,251644,43507,26603,false,10.6,43.4,0.2
1342,175,Vulture Culture,174779,87884,102575,38210,1945,745,false,17.0,43.3,0.2
1194,20533,President,135295,106497,110899,47842,2819,2552,false,16.3,43.0,0.2
2039,375659,Fibonachos,1169,514,1620,523,3,36,false,16.5,42.6,0.2
1471,329845,Stella – Dixit Universe,198187,157685,123909,72474,5276,4705,false,16.7,42.5,0.2
1448,,Mascarade,15250,5956,30893,9663,65,205,false,24.8,42.5,0.2
2367,434683,Verso,62493,58246,11431,7910,1173,1584,false,11.4,42.3,0.2
1426,302260,Abandon All Artichokes,188197,174309,19838,10326,2102,5980,false,8.0,42.2,0.2
1037,22501,Four Color Cards,44648,40644,7294,2984,285,12510,false,7.1,41.8,0.2
1751,352515,Trio,161153,134175,61001,41867,4272,1376,false,18.3,41.7,0.2
1990,357991,Dobro,16930,12139,9648,4547,223,282,false,12.7,41.5,0.2
36,6887,Hearts,2015393,1998553,94560,76393,16903,20318,false,6.3,41.5,0.2
2386,150145,Skull King,213984,206101,48126,37045,6252,1639,false,13.1,41.3,0.2
1813,172998,Mighty,2499,843,811,199,37,215,false,13.6,41.2,0.2
1780,41247,Mia,13363,3815,6261,1272,86,228,false,14.9,40.9,0.19
1855,25574,Gin Rummy,192164,177403,11637,7560,2122,3940,true,7.5,40.3,0.19
1775,221053,Hawaiian Hanafuda,6961,5052,1919,740,69,770,false,8.6,40.3,0.19
1347,281417,Hoarders,31760,17630,27891,12185,323,422,false,18.9,40.3,0.19
2433,372,Schotten Totten,257465,244179,28374,19772,3434,2391,true,8.4,40.2,0.19
2350,436400,Abra Chadabra,80361,73713,14432,9708,1659,1980,false,10.5,40.1,0.19
2286,33964,Shokoba,728,552,657,348,4,134,false,7.0,40.0,0.19
2025,403133,Festi’vibes,1929,1107,2237,864,16,95,false,19.9,39.7,0.19
1070,1116,Oh Hell!,425733,400739,65628,41882,6342,10799,false,8.7,39.3,0.19
1681,359970,Challengers!,586665,570937,63033,48643,9918,5343,false,8.7,39.1,0.18
1556,5451,Minhwatu,40044,33150,8114,3050,398,4267,false,7.5,39.0,0.18
1682,,Seotda,9490,1317,5278,624,21,196,false,16.1,38.7,0.18
2248,437052,Churn,1733,1096,1052,341,18,327,true,10.6,38.5,0.18
9,50,Lost Cities,5011917,4907195,171323,128080,31918,25529,true,5.3,38.5,0.18
2168,428317,Kado,64295,58493,13814,8692,1055,2325,false,9.5,37.8,0.18
1438,102104,Star Fluxx,89824,65975,32475,10739,879,2376,false,8.3,37.8,0.18
1336,258,Fluxx,401070,328147,86730,30884,3404,6372,false,6.8,37.8,0.18
2068,414944,Park Life,1404,603,1878,559,2,32,false,48.1,37.7,0.18
1575,366915,Hoola,9361,4291,3102,849,75,1119,false,9.7,37.5,0.18
1634,320275,Ghost At Home,54063,38749,16551,5289,619,2004,false,8.9,37.3,0.18
24,9220,Saboteur,360725,255636,366274,160336,6777,6176,false,15.3,37.3,0.18
1532,88900,Yaniv,19344,15370,3715,1568,192,3108,false,8.0,37.0,0.17
1237,215,Tichu,298386,294108,32704,26563,5000,8259,false,9.0,36.9,0.17
1146,172,For Sale,488453,450540,131110,88904,10485,20644,false,9.8,36.7,0.17
1373,13350,Nain Jaune,11434,9871,3382,1989,170,429,false,8.5,36.5,0.17
2036,415836,Slide,81840,74648,23265,16317,1449,1113,false,9.7,36.3,0.17
1992,17530,Go-Stop,42672,35410,6772,2814,409,3460,false,7.1,35.4,0.17
1377,321928,Penalty Challenge,16081,10729,11256,3159,138,688,false,8.1,35.2,0.17
2204,425254,Ninjan,40940,33248,14925,7463,621,1481,false,10.0,35.1,0.17
1662,10816,Blackjack,98338,48174,55028,14184,698,3801,false,9.4,35.1,0.17
2104,387388,Nanatoridori,196086,180259,34051,22187,3783,2617,false,10.2,34.6,0.16
1214,2398,Cribbage,1341046,1290505,62746,39591,10177,18132,false,5.1,34.5,0.16
1795,101425,Cucumber,10796,4253,8448,1867,99,346,false,13.9,33.6,0.16
1489,15889,Scopa,214525,200141,22344,13505,2012,7827,false,5.6,33.6,0.16
1463,285892,Boss Quest,20765,10429,12695,3530,171,499,false,10.5,33.6,0.16
1657,366129,Gang of Dice,43813,34342,22437,12716,582,1362,false,11.0,33.4,0.16
1314,208766,13 Clues,292132,235843,98833,57725,7530,4479,false,14.8,33.3,0.16
1817,285040,Open Face Chinese Poker,46233,42314,4846,3015,557,2158,false,6.5,32.8,0.16
1078,175117,Celestia,135015,102193,168742,104251,2193,901,false,15.1,32.6,0.16
1132,181390,Buttons,351789,328111,43242,21994,3719,11304,false,6.2,32.4,0.15
1119,3347,Solo,5409484,5068964,1277418,918036,96593,22637,false,8.9,32.4,0.15
1520,346703,7 Wonders Architects,4077210,3976891,233319,183587,48885,16763,false,5.9,32.2,0.15
2033,416557,Circle Of Life: on the Savannah,663,397,792,365,2,35,false,23.6,31.9,0.15
1415,29351,Durak,38687,21683,9963,2782,358,982,false,7.8,31.8,0.15
11,41,Can't Stop,19808748,19674044,2117639,2038702,219372,1643199,false,6.1,31.3,0.15
2153,392471,Classified Information,1776,1319,737,180,5,975,true,4.7,31.2,0.15
1241,592,Spades,218197,213750,20351,16440,2897,10029,false,6.9,31.2,0.15
1272,294235,Crime Zoom: A Dirty Objective,24025,1194,46716,1147,8,800,false,14.5,30.9,0.15
2445,349750,Molly House,941,668,1299,656,11,63,false,14.3,30.8,0.15
1834,20240,Écarté,3015,1865,1377,357,28,356,true,7.5,30.8,0.15
1294,568,Rage,56782,47223,19627,9399,1038,3233,false,8.0,30.8,0.15
1325,,The Nine Domains,1166,285,1261,155,2,86,true,15.9,30.7,0.15
1952,411255,Solstis,1106254,1075496,40677,26501,8055,12961,true,4.3,30.6,0.15
1190,15722,Coinche,362215,358050,17337,15239,4407,8379,false,6.1,30.6,0.15
1140,32346,Tock,363621,353750,16258,11561,3190,7910,false,4.5,30.6,0.15
1778,19957,31,29584,20797,8851,3616,448,723,false,7.7,30.4,0.15
2379,350468,Hội Phố (Second Edition),628,406,1088,561,2,44,false,23.5,30.1,0.14
2482,8766280,Booty Dice,37150,31549,16615,9728,708,281,false,9.5,29.5,0.14
2346,411543,My Shelfie: The Dice Game,179096,170339,22317,15872,3169,1515,false,7.0,29.5,0.14
61,11865,Koi-Koi,457009,418504,32175,16241,3623,12755,true,4.4,29.3,0.14
2362,433285,Crazy Corgi,3745,2301,2235,964,33,359,false,9.7,29.2,0.14
1838,6901,Euchre,61955,57404,9564,5865,945,5267,false,7.9,28.4,0.14
1141,194879,Not Alone,165972,129425,123997,69046,3969,1744,false,14.3,28.0,0.13
1328,287084,Oriflamme,298944,267977,86194,53404,6647,4017,false,7.8,27.7,0.13
1331,1115,Poker Texas Hold'em,245503,217875,97522,65516,5960,1442,false,7.7,27.2,0.13
1128,13337,French Tarot,1013452,1008744,43707,39503,11128,13551,false,4.7,27.1,0.13
1633,7682,Go Fish,31837,16381,16128,4807,299,939,false,7.3,26.5,0.13
2241,306500,Queen of Scots,2795,2528,682,485,46,759,false,6.7,26.2,0.12
2042,419705,Golfie,16890,13695,6489,3344,280,501,false,7.7,25.6,0.12
2348,118215,A.E.R.O.,54941,50319,11220,7873,1085,787,false,7.0,25.3,0.12
1296,172235,Schrödinger's Cats,264126,173455,115840,44191,4939,10628,false,8.2,24.8,0.12
1109,131357,Coup,412291,303329,218833,120625,10550,4240,false,10.9,24.3,0.12
1417,,EpiZodiak,4237,3526,2323,1143,67,497,false,7.6,24.0,0.11
2399,248072,Don't Let It Die,4781,1300,4870,880,8,237,false,32.7,23.9,0.11
1499,347086,Lady's Choice,7043,2962,6638,1566,43,431,false,7.4,23.2,0.11
2078,152162,Diamonds,1572,970,1769,786,13,97,false,6.5,22.8,0.11
1972,2136,Ludo,64561,46812,29025,9098,748,2522,false,5.0,22.8,0.11
1350,241245,Get the MacGuffin,13189,7287,9066,1995,156,2348,false,7.0,21.9,0.1
2017,404233,Forks: 2nd Edition,4912,2731,3300,1374,34,262,false,6.6,20.8,0.1
49,2243,Yahtzee,16421618,15935124,1072344,748941,113939,53677,false,2.9,20.6,0.1
54,2399,Senet,122127,115170,14127,9098,1385,4408,true,3.8,19.8,0.1
1728,328211,Vegetable Stock,5838,3687,4341,2162,63,115,false,6.9,19.7,0.09
1435,288920,Fai-fo,2835,1751,3874,1773,25,187,false,7.5,19.7,0.09
1626,238656,Tiny Epic Defenders (Second Edition),6710,2487,7650,1443,37,359,false,37.6,19.3,0.09
2074,402337,Expressions,3884,1608,2862,692,29,251,false,79.5,18.6,0.09
2452,415054,Piña Coladice,245632,233401,26683,19906,4308,1699,false,4.0,18.5,0.09
1730,378010,Color Flush,17582,11957,12572,5892,282,401,false,7.4,17.7,0.09
1189,101723,Hungarian Tarokk,7999,7750,1145,788,139,1578,false,4.1,17.7,0.09
1771,225694,Decrypto,58491,40998,42269,19591,1624,3143,false,7.1,17.6,0.09
2092,377470,Sail,18113,7917,14082,3718,84,581,true,24.1,16.7,0.08
1937,400508,Word Traveler,10102,2964,9480,1933,20,125,false,15.8,16.6,0.08
1116,154732,Ice Cold Ice Hockey,55842,52265,7677,2831,419,5748,true,2.5,16.4,0.08
2122,346812,Crash & Grab,241,180,385,250,2,110,false,126.5,16.3,0.08
1407,11017,Crazy Eights,13309,7932,5270,1921,128,909,false,3.6,15.8,0.08
1069,15722,Belote,280961,280076,15006,14224,4430,6457,false,3.3,15.8,0.08
1559,5451,Roppyakken,61880,57326,4812,2093,409,3574,false,2.0,15.7,0.08
1371,92415,Skull,324158,129902,260234,83115,3348,853,false,8.0,15.6,0.08
1203,101420,99 (addition card game),299561,229160,110599,54578,4718,4077,false,4.5,15.6,0.08
1096,37759,Incan Gold,885229,772380,442946,355050,32203,5332,false,5.9,14.9,0.07
1258,117663,Piraten kapern,2008841,1946878,135244,101143,24515,24881,false,2.5,14.2,0.07
2429,432487,Trickarus,657,423,1039,529,2,46,false,6.4,14.0,0.07
2258,9851,Shut the Box,25917,20112,7248,3351,397,1042,false,3.5,14.0,0.07
1781,10502,Poker Dice,33859,24944,21318,14907,343,6146,false,3.6,14.0,0.07
1405,266083,LLAMA,571538,514891,123435,85025,12712,6459,false,3.8,14.0,0.07
1607,350604,Regidice,3646,1652,4340,484,6,1005,false,14.7,12.8,0.06
1219,26468,Klaverjassen,12033,9721,3306,1729,188,1777,false,3.1,12.6,0.06
1785,238510,Farkle,129468,106370,25625,12817,1870,2797,false,2.6,12.2,0.06
1644,354720,Art Thief,14872,4347,12658,961,48,894,true,18.6,12.2,0.06
1713,,Nylon-ppong,2369,1237,1247,329,18,373,false,2.8,12.1,0.06
1206,127024,Room 25,75902,28016,84802,18034,623,1140,false,6.1,12.0,0.06
1320,3955,BANG!,2712363,2640998,454539,346318,56902,14075,false,3.2,11.9,0.06
2087,324914,Inside Job,18521,13310,11802,5386,384,1188,false,4.7,11.7,0.06
1989,405530,Seven Knights Bewitched,766,348,1282,476,7,112,false,6.1,11.6,0.06
2284,436217,The Fate of the Fellowship,17102,6667,17205,3933,99,1193,false,18.7,11.0,0.06
2003,288169,The Fox in the Forest: Duet,7742,2189,5721,908,29,203,true,32.6,10.7,0.05
1980,404798,Auntie Mildred's list of random tasks,629,214,760,125,2,51,true,185.5,10.6,0.05
1285,,Phat,222,154,90,52,7,112,false,3.4,10.4,0.05
1568,332173,Robots Ate Our Pizza,7587,2686,7781,1359,37,574,false,35.4,10.1,0.05
1793,20525,Knockout Whist,4997,3302,2294,1018,64,578,false,2.4,10.0,0.05
1850,344114,Bag of Chips,86095,70052,28629,15967,1575,826,false,2.7,9.6,0.05
1483,324856,The Crew: Mission Deep Sea,317938,244467,108392,41365,3761,5700,false,23.2,9.6,0.05
1244,274037,Solar Storm,26849,12326,15615,3291,207,600,false,26.5,9.4,0.05
2247,420087,Flip 7,1011054,970475,205761,168024,30056,3110,false,2.6,9.0,0.05
1239,99875,Martian Dice,326285,298581,39327,23614,4765,11273,false,1.7,8.8,0.05
1625,287821,Good Cop Bad Cop,14557,6774,15247,5463,298,423,false,4.1,8.7,0.05
2497,453906,Strategic Reserve,397,207,345,106,3,68,true,8.1,8.6,0.05
1224,65244,Forbidden Island,138180,62448,96458,24044,1063,3070,false,16.0,8.4,0.04
1789,16110,Cucco,4103,1560,4059,1040,27,723,false,1.8,8.1,0.04
1248,284083,The Crew,557739,441573,253330,133469,8621,10017,false,20.3,7.9,0.04
1307,267314,My First Castle Panic,39365,30312,12488,3907,230,12393,false,15.3,7.5,0.04
1830,393352,Perfect Words,55136,36634,25675,10601,735,868,false,14.8,7.4,0.04
1825,368294,Wastelandia,2100,1238,1594,542,20,197,false,52.1,7.4,0.04
1383,30549,Pandemic,492187,293438,182108,58381,3804,14577,false,13.2,7.1,0.04
1544,257836,Narabi,13693,8136,10444,2949,147,1330,false,39.5,7.0,0.04
1692,253759,Paint the Roses,71691,47376,30292,11756,925,1123,false,20.5,6.6,0.04
1085,162660,Secret Moon,40862,26159,47734,18410,1271,3131,false,2.5,6.5,0.04
2050,,The Last,2016,806,2321,641,13,54,false,3.2,6.4,0.04
1564,180938,Ice and the Sky,10791,3295,9406,1615,48,127,false,14.4,6.4,0.04
1431,353921,Legends of Hellas,14203,7338,8939,2091,89,1632,false,17.1,6.3,0.04
1476,268620,Similo,488165,375181,102689,57093,8158,41380,false,17.7,5.9,0.04
1015,98778,Hanabi,10485537,10080987,697864,479918,70260,38109,false,7.7,5.8,0.03
1533,254640,Just One,264344,199266,182301,101730,7747,2282,false,14.7,5.4,0.03
1590,352375,Baby Dinosaur Rescue,80848,62951,19752,6951,781,10712,false,31.4,4.7,0.03
1425,337503,Cardiceo,176632,168057,14118,6912,1335,7107,false,0.6,4.7,0.03
1842,231567,Now Boarding,103464,72551,17556,5900,919,4782,false,7.1,4.5,0.03
2302,430345,Cookie Battle,284,195,543,275,3,52,false,3.9,3.9,0.03
1620,316632,La Marche du Crabe,11709,4441,7828,1874,55,195,true,21.0,3.5,0.02
1340,288513,Tranquility,346750,281122,59121,29077,4559,8138,false,7.2,3.1,0.02
1181,269146,Yokai,101973,56281,40357,10970,729,5558,false,10.8,3.1,0.02
1879,373106,Sky Team,497229,316678,74037,26477,5247,4143,true,5.7,2.9,0.02
1412,172081,Burgle Bros.,245561,166897,56395,14458,1761,4283,false,5.3,2.9,0.02
2197,418954,Dédale,20450,6404,9675,1888,128,307,false,7.6,2.7,0.02
1799,334986,Daybreak,73873,46593,17856,5977,837,2712,false,5.4,2.7,0.02
1685,369434,None Shall Pass!,35611,22879,15014,5510,420,3687,false,3.9,2.7,0.02
1665,334717,Tranquility: The Ascent,83101,60510,14960,5289,868,2196,false,8.3,2.6,0.02
1145,25821,The Werewolves of Miller's Hollow,101680,89233,78281,41591,2584,12323,false,0.7,2.6,0.02
1207,191925,Bandido,1462418,1292067,170458,82365,12542,18338,false,4.0,2.5,0.02
1709,341402,Zefiria,7857,3994,3784,683,46,905,false,6.0,2.2,0.02
2273,400297,Sfynx,729,243,699,113,5,133,false,7.4,2.1,0.02
1966,311715,Mini Rogue,39869,15325,16799,3470,265,366,true,3.5,2.1,0.02
1524,325121,Trusis,4376,663,8443,1038,34,85,false,1.2,2.1,0.02
1606,307002,Regicide,128984,94536,22496,8494,1435,7126,false,3.6,1.5,0.02
1938,220517,The Shipwreck Arcana,29503,22207,8233,2409,249,10765,false,2.6,1.0,0.01
2203,380135,Dead Cells,70117,18372,20761,3442,462,1236,false,1.4,0.6,0.01
2524,456430,Run Buster,2033,1400,859,310,24,533,true,0.0,0.0,0.0
2513,455209,420,3348,2545,1092,495,36,448,true,0.0,0.0,0.0
2467,450043,Olenon,192,104,337,131,3,54,false,0.0,0.0,0.0
2420,428024,River Rats,763,425,616,198,5,150,false,0.0,0.0,0.0
2131,419094,Dungeon Rummy,2457,1118,2206,541,16,332,false,0.0,0.0,0.0
2129,273814,Deliverance,1783,864,1533,345,21,158,false,0.0,0.0,0.0
1892,400859,The way to Juliet,15622,6574,5972,847,82,2287,true,0.0,0.0,0.0
1582,233395,Coupell,5632,2488,3236,483,33,515,true,0.0,0.0,0.0
71,141019,Thermopyles,1298,251,1219,149,5,64,false,0.0,0.0,0.0
65,17691,Djambi,58,34,91,48,0,,false,70.4,,
67,140613,Gear & Piston,23,1,44,5,0,,false,76.4,,
1027,54321,Dark Agent,100,12,84,11,0,,false,200.0,,
1028,54321,Le Dernier Peuple,,,,,,,,,,
1065,54321,Hack Trick,,,,,,,,,,
1068,62809,Jump Gate,102,10,75,11,0,,true,0.0,,
1071,156576,Dragon Line,84,4,94,5,0,,true,200.0,,
1074,54321,KQJ,13,12,31,25,0,,false,159.7,,
1082,185769,Remember When,23,2,77,8,0,,false,200.0,,
1084,10789,Caribbean All Fours,20,16,50,34,0,,false,200.0,,
1160,290506,Finity,81,10,140,9,0,,true,6.8,,
1250,316581,Biyi,71,25,93,18,0,,true,52.2,,
1259,6912,Pedro,99,28,63,34,0,,false,7.4,,
1261,,Medo,133,51,140,30,0,,true,142.3,,
1263,4505,Grosstarock,16,10,29,16,0,,false,200.0,,
1332,,Lineae,13,2,23,3,0,,true,0.0,,
1363,332317,Blaze,30,16,60,27,0,,false,70.7,,
1364,279769,Queens & Kings... A Checkers Game,25,8,40,10,0,,false,200.0,,
1366,17103,Calypso,10,1,36,4,0,,false,76.4,,
1436,,Troggu,10,1,34,8,0,,false,76.4,,
1441,138091,Guile,150,7,226,7,0,,true,0.0,,
1443,337178,Factum,217,30,951,88,0,,false,57.7,,
1454,254088,Gravity Superstar,402,237,551,248,0,,false,76.8,,
1457,154537,Minnesota Whist,40,31,66,38,0,,false,138.9,,
1527,183150,Morocco,50,25,89,30,0,,false,200.0,,
1543,305211,Scriptoria,70,12,119,18,0,,false,0.0,,
1569,340813,Heckin Hounds,139,25,285,43,0,,false,0.0,,
1584,272821,Kingdoms,34,16,69,27,0,,false,0.0,,
1624,363050,Raubbau,19,1,64,4,0,,false,76.4,,
1642,366707,Quintus,7,2,30,5,0,,false,55.5,,
1646,356231,Megalomania,28,1,57,4,0,,false,76.4,,
1676,21954,Perikles,83,36,180,62,0,,false,86.5,,
1688,344101,Sasaki,74,34,78,22,0,,false,18.2,,
1691,373385,Coins,41,17,82,21,0,,false,200.0,,
1723,351494,TriATri,38,11,63,15,0,,false,0.0,,
1777,281676,Galactic Era,282,152,518,212,1,25,false,73.7,,
1787,296960,Divercité,1061,355,1120,283,0,,true,74.6,,
1808,154252,Sergeant Major,240,137,238,118,1,42,false,29.6,,
1827,73073,Nap,467,120,390,95,1,27,false,26.6,,
1828,,Two-Ten-Jack,117,28,171,27,0,,false,0.0,,
1829,350759,Vault: A Solitaire Dice Game,194,111,198,73,0,,false,36.6,,
1869,357172,Ynaros Fallin,45,8,69,9,0,,true,200.0,,
1955,344958,Alakablast,691,141,1043,197,0,,false,16.3,,
1969,320097,ECK,,,,,,,,,,
1975,325038,The Brambles,,,,,,,,,,
1983,381860,Stigméria,142,34,206,27,0,,true,200.0,,
1986,287895,Grund,403,199,632,176,1,35,false,89.4,,
2018,,Nirds,624,221,462,125,1,33,false,47.9,,
2029,272595,Dance of Muses,552,193,843,192,1,40,false,89.9,,
2037,391985,Enemy Anemone,714,365,1189,447,0,,false,97.9,,
2075,408753,Aniversus,37,3,68,4,0,,true,200.0,,
2081,402711,Blot,390,243,565,273,1,59,false,45.4,,
2093,315747,Persona Non Grata,59,10,110,15,0,,false,0.0,,
2102,329873,Grove,,,,,,,,,,
2103,373577,Forage,,,,,,,,,,
2106,245487,Orchard,,,,,,,,,,
2116,334590,For Northwood!,,,,,,,,,,
2148,420794,Safari Witness,475,81,764,76,0,,false,13.6,,
2172,411545,Sunrise Sunset,407,162,491,125,1,63,true,78.8,,
2190,352697,Resist!,,,,,,,,,,
2227,400943,Sneferu: Builders of the Pyramids,621,342,896,388,1,33,false,145.0,,
2237,40444,Livingstone,455,188,694,240,0,,false,64.4,,
2251,119782,Paikō,207,87,257,63,1,29,true,172.9,,
2281,384152,Dice Pyramid,,,,,,,,,,
2290,17779,Kaiser,210,85,254,82,0,,false,0.0,,
2297,425009,Monster Smash,629,291,768,236,1,61,false,0.0,,
2298,13337,Whist,369,206,442,192,1,39,false,68.1,,
2304,438649,Deck EXPRESS: Tennessee Central,355,195,430,174,1,43,false,50.7,,
2322,6817,Schafkopf,317,154,328,137,0,,false,79.2,,
2332,94363,Vizia,143,51,191,50,0,,false,139.3,,
2345,304949,Shock! Knights & Poisons,487,313,792,406,1,35,false,23.1,,
2349,442328,The Nine sons of dragon,285,92,350,76,0,,true,174.5,,
2398,414349,Bebop,651,330,1118,455,0,,false,132.6,,
2406,419593,Pisanki,407,150,609,184,0,,false,19.0,,
2409,434442,13 Leaves,690,529,941,622,1,25,false,4.4,,
2434,436794,Malabares,345,181,513,209,0,,false,25.2,,
2443,449294,Dozito,205,89,216,62,0,,false,29.8,,
2462,449974,Space Lab,543,405,473,283,1,28,false,78.7,,
2469,442146,Fox on the Tree,352,193,532,220,0,,false,91.0,,
2473,439306,Limit,497,233,863,344,1,28,false,103.0,,
2493,443297,Map Masters,969,462,1407,528,1,26,false,106.5,,
2500,,Drôles de Zèbres,397,180,456,151,0,,true,42.9,,
2505,450337,Rowdy Partners,159,59,243,94,0,,false,172.0,,
2508,453781,Cry Baby,212,138,404,219,0,,false,80.8,,
2511,450708,Reef Gardens,376,234,453,210,1,50,false,87.5,,
2535,85250,The Dwarf King,98,22,238,46,0,,false,7.7,,
2539,441646,Pyrotechnics,282,52,362,44,0,,true,46.8,,
2550,442655,TEMBO: Survival on the Savanna,228,7,254,16,0,,false,76.4,,
2567,429423,Postcards,708,511,804,506,0,,false,93.5,,
2579,408636,Skara Brae,369,133,545,144,0,,false,150.8,,
