game_id,bgg_id,name,num_all_matches,num_connected_matches,num_all_players,num_connected_players,num_regular_players,num_max_matches,two_player_only,elo_k,std_dev,p_deterministic
1225,107529,Kingdom Builder,2809909,2739648,157836,100702,17617,19076,false,16.7,108.6,0.47
1745,380165,Next Station: Tokyo,124417,104330,35539,19754,1951,1271,false,32.1,108.3,0.47
1228,267378,Chakra,3922685,3890609,87684,65375,17968,32068,false,14.4,107.9,0.46
47,54137,Battle Sheep,445979,322733,216128,98791,4510,4189,false,36.5,107.8,0.46
2040,387015,Spring Cleaning,2298,1892,1393,848,44,230,false,49.8,107.6,0.46
1635,266192,Wingspan,7792258,7640018,390335,298170,58267,10986,false,17.0,107.5,0.46
2239,338920,Hamsters vs Hippos,877,391,1138,278,5,107,false,23.1,106.6,0.46
1404,240835,Bug,21138,15080,6603,2646,268,681,true,31.0,106.6,0.46
1006,142615,The Jelly Monster Lab,14200,6723,15957,3240,106,399,false,54.2,106.6,0.46
2196,387514,Stonespine Architects,46118,39793,16690,10630,757,1873,false,35.0,106.5,0.46
1996,364277,Stonks,1330,694,1885,788,6,50,false,69.8,106.5,0.46
2031,373636,Takenokolor,133511,123568,26490,17849,2107,3830,false,29.6,106.2,0.46
1628,284435,Nova Luna,446221,433941,29865,23605,5110,15465,false,21.8,106.1,0.46
1530,296044,Fruit Picking,105412,89768,25536,12178,1479,1397,false,29.0,106.0,0.46
1497,275044,Glow,65906,57342,20933,12233,1074,4167,false,33.0,105.8,0.46
2365,429477,The King of the Woods,8619,5473,6662,2693,49,216,false,39.1,105.4,0.46
1697,353543,Lost Seas,85189,79256,15925,11099,1143,4567,false,29.0,105.4,0.46
1243,4583,Pinochle,3389,2360,1182,560,54,297,false,35.7,105.4,0.46
1560,10630,Memoir '44,554041,526460,43701,28160,5567,5778,true,21.0,105.3,0.46
2082,424219,Zenith,191489,180921,26250,18960,3224,2539,true,28.9,105.1,0.45
37,70919,Takenoko,2788564,2664275,381651,268403,34111,24067,false,25.1,105.0,0.45
2340,437301,Ink,61891,56732,12993,7817,884,1146,false,29.0,104.8,0.45
1865,351476,My City: Roll & Build,65520,58166,17058,9816,817,4264,false,28.1,104.7,0.45
1531,42,Tigris & Euphrates,45466,39433,19160,12187,989,1734,false,44.6,104.6,0.45
1018,143519,Quantum,93373,80988,31908,17715,1363,2512,false,37.0,104.6,0.45
1030,105265,Battle of LITS,266851,205997,73372,29302,2613,4001,true,25.3,104.3,0.45
1409,303672,Trek 12,395446,376359,43421,30733,5257,24529,false,23.8,103.8,0.45
2309,42499,1000,1691,1392,633,364,28,262,false,34.7,103.6,0.45
1587,216428,Seikatsu,54915,47862,11350,6081,834,2204,false,30.4,103.6,0.45
1163,161417,Red7,308104,250668,157457,85451,3258,4448,false,32.9,103.6,0.45
1467,230802,Azul,25242194,24998938,769433,634580,152933,29470,false,14.3,103.5,0.45
1764,382960,Line It,69023,63311,13166,8685,983,2791,false,28.3,103.2,0.45
1928,392197,GrumbleStone,19224,16190,5969,2954,221,3104,false,24.5,103.0,0.45
2013,416832,Khiva,8677,6827,5566,3082,115,234,false,38.6,102.7,0.45
1982,414639,Qu4to,2392,1595,2093,1058,19,150,false,60.1,102.3,0.45
1003,123540,Tokaido,1029428,927848,323877,204750,19688,9829,false,36.6,102.3,0.45
2134,402324,Eternitium,35079,30480,11081,6085,540,1178,false,30.3,102.2,0.45
1648,366456,My Shelfie,272084,253252,51376,33179,3653,4337,false,27.1,101.9,0.44
1752,344839,Dog Lover,79069,67727,17127,8895,1164,3242,false,26.6,101.4,0.44
1826,388539,Quibbles,45443,39323,12746,6054,452,5289,false,26.8,101.3,0.44
2057,403754,Middle Ages,110334,101705,26462,18089,1926,2317,false,29.3,101.1,0.44
1023,156566,Lords of Xidit,35929,30728,28621,17589,759,1378,false,50.8,101.1,0.44
2356,419130,HUTAN: Life in the Rainforest,49223,45274,9840,6831,848,1201,false,28.9,100.9,0.44
1743,161614,Stockpile,11239,7067,11662,5906,82,320,false,44.7,100.7,0.44
1704,371922,Rauha,71248,66651,13936,9685,1149,2254,false,28.4,100.4,0.44
2306,18121,Cassino,1233,942,582,317,18,114,false,34.6,100.2,0.44
2045,283482,Zookeepers,3348,2144,3129,1355,23,197,false,42.5,99.7,0.44
2438,447254,Azure,4272,2967,2381,1007,38,326,true,38.3,99.6,0.44
1735,365698,Rainforest,79413,74959,11846,8647,1301,1862,false,27.7,99.6,0.44
1300,233867,Welcome To,2545009,2469377,242778,199676,45757,21811,false,25.1,99.6,0.44
7,6249,Alhambra,708623,664880,120954,79119,11626,7985,false,27.1,99.6,0.44
10,28143,Race for the Galaxy,16435529,16338104,253167,187049,45047,52626,false,9.8,98.9,0.43
2066,414107,Ratjack,20566,16181,12100,6572,229,933,false,31.7,98.6,0.43
1380,,Pingimus,32349,15288,36642,10908,470,1190,false,43.4,98.6,0.43
2394,161882,Irish Gauge,1907,1283,3638,1999,9,35,false,83.2,98.5,0.43
1127,194594,Dice Forge,2606802,2523818,287799,209934,28681,17999,false,21.3,98.3,0.43
2277,436045,Savanna Ten,823,434,828,333,4,47,false,42.2,98.2,0.43
2308,63371,Crash,1204,873,571,249,15,251,false,33.2,97.8,0.43
2244,434654,Toy Battle,609482,580322,56017,40619,8484,7068,true,24.4,97.7,0.43
1583,353799,Rolling Pins,17219,12953,8892,3243,219,583,false,32.8,97.7,0.43
2014,417487,Tapas,2207,820,1803,476,3,46,true,41.8,97.5,0.43
1933,385529,The Vale of Eternity,259468,244428,46647,34792,4011,3291,false,26.8,97.5,0.43
1148,204583,Kingdomino,6839426,6687943,525995,419439,68074,42897,false,19.2,97.5,0.43
75,67185,Sobek,142837,133048,26081,17229,1868,3438,false,24.4,97.5,0.43
2035,414317,Harmonies,1843242,1771843,168901,129797,27706,5478,false,22.5,97.4,0.43
1105,211533,Veggie Garden,18601,9516,17622,4279,118,591,false,37.6,97.4,0.43
1136,148205,Penny Press,7990,5867,7783,3637,153,239,false,52.1,97.2,0.43
1845,37904,Formula D,50148,44945,20368,13618,1386,666,false,44.7,96.9,0.43
1550,346747,Pier 18,5265,3491,3479,1335,53,361,false,33.5,96.9,0.43
1854,256960,Pax Pamir: Second Edition,42043,38020,17116,11880,974,2258,false,42.6,96.8,0.43
1667,346057,Don't Go In There,13107,6801,15136,4605,78,380,false,34.2,96.7,0.43
1848,381278,Dracula vs Van Helsing,110853,85417,30823,15139,1334,2280,true,32.4,96.6,0.43
1770,375567,All In,781,373,1108,352,2,44,false,127.7,96.4,0.42
1934,404041,Flowers,804895,789501,42678,31669,7108,7512,false,18.2,96.3,0.42
2229,423667,Monster Hex,946,434,1066,391,6,51,false,47.2,96.2,0.42
1897,341358,Donuts,140741,108979,25885,12591,1498,2425,true,22.0,96.1,0.42
1597,251433,Yokai Septet,10742,7497,6368,3055,142,334,false,38.3,95.8,0.42
2194,379153,Pacifica,2212,1677,930,485,25,262,true,36.7,95.6,0.42
1802,379629,Knarr,262076,250642,34889,26818,4490,5918,false,26.7,95.3,0.42
56,125618,Libertalia,222930,200223,87876,49506,2742,7874,false,26.6,95.3,0.42
1429,329641,King of the Pitch,3543,2073,3438,1082,27,365,false,32.4,95.0,0.42
2199,417323,Panda Spin,17621,14848,8595,4959,272,946,false,33.9,94.7,0.42
1129,220276,Guildes,14464,9393,12648,5371,200,919,false,38.0,94.5,0.42
34,85005,The Boss,117174,94790,67717,37609,1674,3504,false,36.9,94.4,0.42
2002,415108,Crisps!,6774,4939,2288,969,84,325,true,25.9,94.3,0.42
2171,322685,Rumble Planet,517,305,692,308,7,58,false,99.5,93.9,0.41
1422,300369,Boomerang: USA,14414,11341,8210,4870,220,514,false,35.6,93.4,0.41
2506,446519,Miams,79720,73885,16581,11445,1481,673,false,27.8,93.3,0.41
2259,434293,Blast Radius,1338,984,644,270,10,361,true,33.3,93.3,0.41
1316,297129,Jekyll vs. Hyde,130408,89374,50617,20889,1303,3563,true,29.1,93.0,0.41
2098,438594,Odicey,2694,2028,997,335,11,1505,false,20.3,92.8,0.41
1831,358669,12 Chip Trick,7954,5446,7985,4110,58,186,false,36.4,92.8,0.41
1725,20551,Shogun,4943,3954,5837,3595,99,238,false,69.4,92.8,0.41
1902,383790,Romi Rami,46727,42575,11943,8562,792,690,false,27.3,92.7,0.41
2391,362366,Junk Drawer,13806,8377,9574,4317,122,123,false,38.2,92.5,0.41
2542,,Ticket to Ride Maps,127122,112156,31791,18091,2410,1115,false,25.7,92.4,0.41
2422,255613,Congkak,754,521,432,169,8,99,true,49.1,92.1,0.41
1192,121015,Tea Time,51167,36951,22044,10377,772,1347,false,31.1,92.1,0.41
2016,40692,Small World,126484,112022,44361,26516,2196,2318,false,30.8,91.2,0.4
2372,413737,Beyond,7413,5715,3933,2085,83,317,false,27.3,91.1,0.4
1720,25182,24/7: The Game,24100,21933,4281,2665,323,1305,false,22.1,90.9,0.4
1421,300367,Boomerang: Europe,26466,22168,12120,7209,451,977,false,34.0,90.9,0.4
1984,350185,Draft & Write Records,173489,167397,16994,13319,3161,3023,false,22.3,90.5,0.4
2073,17104,Canasta,66737,62629,6562,4526,891,2260,false,20.6,90.2,0.4
1172,6688,99 (trick-taking card game),11380,9218,7036,3246,110,2763,false,27.8,90.2,0.4
2276,284653,Mind MGMT,11114,6774,8007,2908,106,286,false,31.9,89.8,0.4
1804,356123,Turing Machine,43735,24747,14699,6008,500,790,false,33.9,89.7,0.4
21,116975,Diam's,26044,20651,10044,3420,301,1369,false,25.0,89.5,0.4
1275,147151,Concept,203513,81962,279989,75584,1273,2380,false,46.1,89.4,0.4
2186,395512,Bunny Boom,3798,1467,5569,1370,9,218,false,34.1,89.3,0.4
2393,441788,TEKKEN – the Board Game,3685,2364,3351,1374,30,116,true,57.5,88.9,0.4
1215,131199,Soluna,156740,42395,52442,9779,304,4628,true,13.9,88.6,0.4
2132,387769,Kiri-ai: The Duel,7287,2637,3866,822,47,285,true,40.3,88.5,0.39
1722,221965,The Fox in the Forest,29126,21262,13543,6315,273,1476,true,23.7,88.5,0.39
2448,438417,The Last Droids,8879,5987,7183,3426,48,79,false,39.6,88.0,0.39
1689,361241,Vaalbara,81889,72899,24001,15123,1366,1546,false,26.8,87.2,0.39
1490,222643,The Lady and the Tiger (Doors),9456,4083,6533,1592,51,227,true,31.5,87.2,0.39
1310,264055,Draftosaurus,427811,378196,95821,65293,9613,5141,false,30.8,87.2,0.39
1889,353152,Framework,167304,157259,18430,11603,2184,5055,false,19.6,87.0,0.39
1506,339107,Kmakici Family's greatest teatime,9345,3530,8711,1956,60,144,false,34.3,86.9,0.39
1152,251060,Saint Poker,52149,24149,47842,11549,425,1000,false,31.7,86.9,0.39
2373,440843,Moonshine,51101,45319,12495,7581,899,1138,false,23.7,86.5,0.39
1586,227466,Break the Code,481039,438603,42584,24883,5458,10145,false,22.8,86.5,0.39
1375,29073,Uptown,20134,16839,9645,5677,358,1145,false,31.7,86.5,0.39
1099,150599,Takara Island,19257,12666,10853,4146,223,1275,false,32.1,86.5,0.39
1921,348447,Hens,22747,18969,8092,4142,224,1458,false,22.4,86.3,0.39
1266,173346,7 Wonders Duel,12937566,12618296,440331,336269,98328,65657,true,13.9,86.3,0.39
2371,420061,Yaxha,25288,21608,9823,5684,417,488,false,27.5,86.2,0.39
1767,6941248,Volto,23743,18055,7118,3660,274,1514,true,24.4,86.2,0.39
2212,417334,Choconnect,16525,11818,7241,3494,172,1168,false,25.6,86.0,0.39
2117,452404,Naishi,44678,39399,8703,5675,698,1338,true,24.0,86.0,0.39
1680,312959,Rallyman: DIRT,14723,12295,7708,3951,253,636,false,30.0,85.8,0.38
2439,448482,Jokerball,727,502,476,213,6,139,true,32.3,85.7,0.38
1639,18103,Tiến Lên,2968,1118,1116,369,27,282,false,30.3,85.2,0.38
2267,400756,Wizards Cup,11281,7416,7384,2924,114,216,true,30.2,84.9,0.38
2135,420385,The Yellow House,6085,3570,4717,1807,41,118,true,30.7,84.9,0.38
2011,365742,Bacon,1823,1120,3110,1452,13,117,false,53.4,84.4,0.38
2374,447243,Cardia,105280,95594,22445,15360,1649,983,true,23.6,84.3,0.38
1223,210008,Off the Rails,39590,29706,17818,6636,489,2047,false,21.9,84.1,0.38
2079,421255,Batalla de Coronas,615,351,514,163,4,62,true,49.4,83.7,0.38
2325,437334,The Hanging Gardens,18821,15995,7284,4308,298,343,false,27.0,83.5,0.38
1456,259708,Diced Tomatoes,39161,30759,15916,5902,474,2686,false,20.4,83.4,0.38
1229,280107,Kami,67289,44697,27330,9997,942,1991,false,30.9,83.4,0.38
1083,192343,Bubblee Pop,1008958,965901,51963,26005,6985,11444,true,12.9,83.1,0.37
1330,118497,Trick of the Rails,3853,2586,4846,2091,31,288,false,31.5,82.6,0.37
1759,53330,Ticket Gagnant,8592,6535,5850,2868,101,890,false,28.6,81.8,0.37
2280,381501,Falconry,973,536,802,265,11,121,false,39.1,81.5,0.37
1900,14996,Ticket to Ride: Europe,2588140,2470732,230720,157981,32227,10671,false,16.7,81.4,0.37
2388,424198,Jewel Box,817,516,891,422,6,44,false,25.7,81.0,0.37
2083,63975,Mountain Goats,248679,230303,46165,31516,4373,3043,false,21.5,81.0,0.37
1312,296420,Bids,5732,4158,5203,2411,94,1332,false,32.5,81.0,0.37
1542,9209,Ticket to Ride,15723718,15479339,592134,470268,121222,20549,false,12.9,80.9,0.36
1976,383459,Aurum,583,390,1081,608,3,112,false,39.2,80.8,0.36
1739,224122,AVES,1777,1071,1658,716,9,76,false,53.0,79.9,0.36
1518,347702,Las Vegan,8252,5479,8220,3675,80,414,false,31.1,79.8,0.36
2292,241164,Jurassic Snack,26651,20040,8534,3733,320,1173,true,22.6,79.5,0.36
1289,247160,Dinosaur Tea Party,28974,16404,30993,10149,372,640,false,37.3,79.5,0.36
1477,337784,Number Drop,82219,70480,20776,10188,949,5147,false,18.9,79.4,0.36
1561,192291,Sushi Go Party!,359084,285659,139311,71948,6905,7503,false,26.8,79.0,0.36
2184,428457,Refuge,35740,31807,9596,5676,555,1548,false,23.4,78.9,0.36
1835,11582,Schnapsen,9479,8140,1467,828,118,718,true,19.0,78.9,0.36
1563,358790,Farm Club,49329,43966,13556,7826,662,1692,false,22.2,78.7,0.36
1684,306182,Bandada,8659,6303,4308,1863,81,416,true,22.0,78.3,0.35
1333,286081,Herrlof,8004,4850,5140,1853,66,322,false,25.7,78.3,0.35
1706,,Mod Ten,6464,4332,2908,779,56,1200,false,21.0,78.2,0.35
1558,202582,Trellis,31367,26167,9277,4530,414,3161,false,22.9,78.0,0.35
1170,299556,Exploration: Warzone,4064,1276,5085,792,13,140,false,25.7,77.8,0.35
1102,193122,Stir Fry Eighteen,136770,106637,47701,24084,2061,1480,false,26.1,77.8,0.35
51,87288,Cinco,100098,81272,29283,17364,1699,2368,false,27.5,77.7,0.35
2012,345972,Cat in the Box: Deluxe Edition,67631,55537,40890,23740,884,2929,false,22.7,77.6,0.35
1470,236905,Castles of Caleira,8832,5267,4982,1776,65,449,false,26.5,77.6,0.35
2174,29355,Knister,48511,42441,10821,6496,680,1459,false,20.4,77.4,0.35
1199,182116,Dingo's Dreams,79194,57181,37814,14910,926,1867,false,23.8,77.4,0.35
1954,387378,MLEM: Space Agency,36202,26446,28092,15395,401,527,false,27.6,77.3,0.35
1791,379625,Elawa,60052,56450,10814,7162,955,2092,false,19.7,76.9,0.35
2400,438523,Tsukuru Ten Ten,4762,3620,2944,1351,51,325,false,29.9,76.6,0.35
1472,108018,Japanese (Riichi) Mahjong,4883,4097,6165,3693,111,332,false,43.3,76.4,0.35
68,94891,Kabaleo,44365,21023,34119,9336,272,490,false,23.3,76.4,0.35
1218,284229,Butterfly,357658,324471,53448,34372,5693,7202,false,19.5,76.3,0.35
55,152359,Machiavelli,440600,422931,33390,20801,3967,18291,false,13.4,75.9,0.35
1907,190950,Inverted Dice,3833,2967,1666,833,36,732,false,18.2,75.5,0.34
1616,313822,Tic-Tac Match,96237,57547,28530,9936,994,2606,false,23.1,75.4,0.34
62,129050,P.I.,253126,223333,67409,43431,4296,8706,false,22.8,75.2,0.34
1734,355739,Tang Hu Lu,16168,13046,5585,2554,205,944,false,20.4,75.1,0.34
1945,411875,Pixies,628095,612783,52517,40772,8794,4097,false,16.9,75.0,0.34
1769,158600,Hanamikoji,187226,167437,32988,19777,2212,4716,true,17.3,75.0,0.34
1576,347013,Get on Board: New York & London,89626,80281,24250,15206,1478,1278,false,22.0,75.0,0.34
1188,258723,ToeShamBo,143218,98720,26238,11553,1880,2449,true,20.9,74.8,0.34
2537,453781,Pili Pili,7129,6057,3547,2359,142,347,false,32.1,74.7,0.34
1232,305980,A Fistful of Gold,11721,6102,7604,1938,82,426,true,18.4,74.6,0.34
2192,349131,Splitter,20829,15506,10277,5485,264,392,false,25.8,73.2,0.33
1510,115,I'm The Boss,5059,786,9695,1288,5,74,false,85.8,73.1,0.33
1313,172933,Dragonwood,62001,49071,24770,13720,858,1046,false,21.6,73.1,0.33
1406,332944,Sobek: 2 Players,207257,181879,25969,15666,2714,6300,true,17.6,72.8,0.33
1393,17240,That's Life!,66631,55626,27487,13373,840,3773,false,20.0,72.8,0.33
1592,205597,Jump Drive,270222,252681,19172,11611,2740,9182,false,13.6,72.6,0.33
1895,362700,Biomos,78261,70179,17983,11790,1241,2901,false,19.0,72.5,0.33
1790,370139,DIG UP Adventure,55857,48940,12932,6495,600,4645,false,16.9,72.5,0.33
2185,359961,Pentaquest,11429,9068,6848,3422,159,523,false,24.6,72.4,0.33
1424,146130,Coin Age,2361,1144,1839,492,16,192,true,20.3,72.2,0.33
2119,406852,Bauer,1296,823,1126,488,14,177,false,21.6,71.9,0.33
1573,274960,Point Salad,150954,135743,33073,21247,2569,2756,false,19.2,71.8,0.33
2347,428058,Up or Down?,54617,49342,20039,13077,915,461,false,22.8,71.7,0.33
2454,446637,Matchstick Tycoon,10512,6968,7724,3278,108,372,false,20.2,71.6,0.33
2342,437781,Digit Code,261192,247815,25954,15825,3613,1964,false,16.5,70.8,0.32
2109,406854,Odin,442053,422442,58795,43874,7687,2585,false,19.4,69.9,0.32
2407,183006,Qwinto,245456,232475,32100,22726,3775,2228,false,16.2,69.8,0.32
2328,172309,Monster Trick,714,405,1038,510,3,39,false,50.4,69.6,0.32
2058,413948,Festival,62651,57619,11476,7389,991,1215,false,17.0,69.2,0.32
2004,311031,Five Three Five,4292,3132,2652,1391,62,227,false,23.9,69.1,0.32
1719,378082,Bamboozle,3501,1700,1596,430,30,337,true,21.0,68.9,0.31
1246,308532,Illustori,63361,23640,87452,29911,126,300,false,44.5,68.4,0.31
1191,75668,Whist 22,84199,76744,24215,16845,1636,4478,false,22.8,68.3,0.31
1570,359878,Splito,24421,20223,15782,9357,431,1542,false,23.9,67.7,0.31
2246,400265,Cake Master,4069,2991,2463,1198,47,491,false,20.6,67.5,0.31
1402,319793,Happy City,522583,473163,99521,65459,9517,6913,false,19.3,67.4,0.31
2543,459170,Good Fortune,775,519,575,303,2,35,true,13.8,67.0,0.31
2272,432451,Symbiose,167317,158359,23682,17662,3054,3679,false,18.2,66.9,0.31
1698,32288,Dou Dizhu,9871,3369,4534,1206,55,443,false,20.5,66.9,0.31
1998,414816,Road to 300,4852,2759,3160,1046,43,241,false,21.2,66.6,0.31
1514,302280,Shifting Stones,535028,497246,68024,41855,6761,7242,false,15.2,66.3,0.31
1816,218530,Tortuga 1667,2710,1096,5464,1756,22,80,false,30.2,66.2,0.31
1428,242302,Space Base,3471988,3426051,133573,108953,28715,20418,false,11.5,66.2,0.31
1295,212027,Balloon Pop!,18920,9162,21644,5357,102,513,false,20.0,66.2,0.31
1959,411050,Goblin Hood,2115,894,2962,795,6,55,false,33.1,65.8,0.3
1505,13328,Chromino,280897,254579,56277,25364,2932,5134,false,12.9,65.8,0.3
2041,383452,Lunar,697,333,1117,435,2,37,false,40.7,65.6,0.3
1824,15878,Rummy,1442981,1412525,57202,40963,11007,9914,false,9.9,65.6,0.3
1690,355881,Cubosaurs,45693,30632,25995,11884,626,491,false,23.4,65.4,0.3
2140,425685,Dice Mission,1575,1013,1485,635,16,217,false,24.5,65.3,0.3
1712,375440,61 Autumn leaves,90512,86228,13460,9918,1613,1717,false,16.3,65.2,0.3
1836,4376,Kings in the Corner,69397,61918,10137,5942,1074,1545,false,14.4,65.1,0.3
1025,158899,Colt Express,488633,390353,348623,206899,7617,6228,false,27.3,65.1,0.3
1772,402126,Pocket Cats,157116,109643,45692,16889,1813,2037,true,16.6,65.0,0.3
1255,296167,Boomerang: Australia,59614,50117,23141,14206,1146,1558,false,21.9,64.9,0.3
2053,416851,Castle Combo,1615957,1573964,120244,93317,20963,6386,false,13.4,64.2,0.3
2384,449185,FlipToons,66609,60785,18053,12116,1230,1012,false,20.0,64.0,0.3
2232,411872,Bower,2216,1297,1535,611,15,74,true,23.2,63.9,0.3
2049,233961,Claim,9799,6683,4720,2315,95,429,false,17.6,63.9,0.3
2180,311702,Piratas!,1018,524,1160,471,4,59,false,24.1,63.5,0.29
1872,12131,42,571,372,783,430,3,115,false,43.4,63.4,0.29
1669,341530,Super Mega Lucky Box,1157571,1120468,89302,68795,17346,7415,false,14.0,63.4,0.29
1562,299544,Exhibition: 20th Century,135930,131286,11588,7780,1529,2624,false,11.9,63.4,0.29
1555,116858,Noah,51724,43327,20033,11448,827,980,false,19.3,63.2,0.29
2303,424152,Orapa Mine,48007,40104,11449,6063,734,1193,false,19.0,62.9,0.29
1949,395846,Mojo,340326,327040,20889,13736,3408,4940,false,11.6,62.9,0.29
2401,408727,CATAN New Energies,12989,9844,13758,6642,240,626,false,31.0,62.8,0.29
1386,276042,Conspiracy,445001,430769,31025,21372,4570,14481,false,11.9,62.8,0.29
1376,184346,Go Nuts for Donuts,262540,205849,117101,68893,5145,1003,false,23.3,62.8,0.29
1742,372559,Spots,373626,328957,73756,43822,5541,3118,false,15.9,62.2,0.29
2344,,GhostsGalore,573,311,638,234,2,32,false,34.5,62.0,0.29
1024,102148,Noir: Killer versus Inspector,417605,256397,76768,28672,4970,2594,true,17.1,61.9,0.29
1014,54321,Koryŏ,9694,8063,2302,964,115,678,false,14.6,61.1,0.28
1611,38984,MOW,15124,11058,11932,6780,158,278,false,23.6,60.7,0.28
1523,317299,Loco Momo,431225,416772,26431,17353,4077,15250,false,10.9,60.7,0.28
1939,172225,Exploding Kittens,378419,325636,101734,57168,5311,6456,false,16.4,60.5,0.28
2147,,King of Tokyo Duel,227677,198016,34598,17954,2921,3316,true,13.6,60.4,0.28
1133,11733,Briscola,184241,160407,48410,27467,2119,6021,false,13.9,60.3,0.28
1131,68448,7 Wonders,11986586,11839967,947869,820579,211630,39925,false,13.5,59.9,0.28
1111,2425,Battleships Pencil & Paper,709945,464047,269570,108058,6433,6606,true,15.7,59.9,0.28
1899,8089419,Bloxo,20364,16503,5822,3304,312,608,false,17.0,59.5,0.28
1782,307450,The Number,18210,13445,17072,8924,261,497,false,23.6,59.5,0.28
1221,1403,Turn the tide,40592,27186,40063,21274,564,1074,false,26.6,59.1,0.27
1452,216497,District Noir,169547,147024,30454,17141,2186,6414,true,14.0,58.8,0.27
2046,420793,Dicy Cards,52245,44990,15251,8567,724,1365,false,13.8,58.7,0.27
1397,18399,Sevens,46117,26875,24183,6108,610,1340,false,23.5,58.7,0.27
1631,367220,Sea Salt & Paper,3591084,3529875,165114,131342,38293,11189,false,11.0,58.4,0.27
1357,,Sparts,3575,2326,2456,1399,73,249,false,32.8,58.3,0.27
1008,432,6 nimmt!,9058526,8740844,2247981,1916073,205438,23021,false,17.1,57.9,0.27
2222,420862,LUZ,19101,17283,10951,8039,464,358,false,22.3,57.8,0.27
1253,138788,Dungeon Roll,239006,210452,45306,19887,2086,9887,false,11.6,57.7,0.27
1153,20528,Palace,72034,58603,12783,4847,591,3072,false,10.7,57.6,0.27
1368,444,Hugo,174042,136798,81738,47000,3332,1768,false,21.8,57.4,0.27
23,66171,Dragonheart,407482,369535,41376,20880,3870,12552,true,10.8,57.4,0.27
1958,407627,Cheez-Tricks,2737,1687,2741,1215,23,99,false,22.1,57.3,0.27
1126,,Hypnosia,40529,30772,20594,5699,515,2497,false,16.3,57.2,0.27
2,5782,Coloretto,424607,383201,111629,74506,7333,8754,false,16.1,56.7,0.26
1905,57536,Hachihachi,905,632,1250,640,16,203,false,21.5,56.6,0.26
2201,357989,Quartz: The Dice Game,2739,2193,2191,1233,73,215,false,22.8,56.5,0.26
1868,385761,Faraway,2351543,2314686,114282,89279,20594,16362,false,9.5,56.5,0.26
2501,422732,Agent Avenue,138283,119986,27825,19320,2315,799,true,15.4,56.2,0.26
1906,2394,Dominoes,240667,224433,33610,15978,1703,8620,false,9.6,56.0,0.26
1197,6974,Barbu,21283,16052,9257,5395,497,731,false,19.4,56.0,0.26
1776,377515,Mind Up!,46654,42852,18912,13543,1137,1162,false,20.8,55.6,0.26
1539,13,CATAN,8194364,8102680,658678,557769,111862,10389,false,12.3,55.5,0.26
1765,13597,Big Two,16954,8750,8492,2529,182,889,false,18.9,55.3,0.26
2157,427063,Ekko,13056,10117,6153,3436,181,347,false,17.7,54.8,0.26
1324,1465,Wizard,439574,429616,43883,33803,7453,5277,false,12.6,54.5,0.25
1498,152,Mü,1049,757,956,573,25,268,false,23.2,54.0,0.25
1183,308357,Con Sonar!,8875,6335,5221,1494,101,1074,false,13.3,54.0,0.25
27,125028,Color Pop,984416,871302,191012,102616,10311,19069,false,11.7,53.9,0.25
1195,215311,Downforce,492543,462346,107186,78500,10338,6254,false,15.6,53.8,0.25
1262,300936,Via Magica,424639,400740,50347,33991,4836,10987,false,10.6,53.3,0.25
1167,133473,Sushi Go!,3823294,3625142,760612,605975,85066,36127,false,16.6,53.2,0.25
2270,431304,Mythicals the boardgame,37156,31981,9155,5346,577,821,true,15.7,53.1,0.25
1353,329640,Detective Poker,3994,2217,4991,1668,37,242,false,23.7,53.0,0.25
1185,212436,Big Time Soccer,15671,11028,9782,2759,155,990,true,14.4,53.0,0.25
1947,320718,Hidden Leaders,20334,14944,15342,7760,298,628,false,22.9,52.9,0.25
2378,435323,15 Jours en France,2499,2021,1452,834,31,167,false,19.8,52.8,0.25
1204,118247,Lucky Numbers,11722478,11486853,484709,377101,102114,55065,false,9.3,52.8,0.25
1621,110260,Roll'n Bump,251120,238107,28192,18418,3376,6394,false,10.9,52.6,0.25
1187,29223,Marrakech,436771,364378,179870,108697,7103,4587,false,17.9,52.2,0.24
1797,360747,Skate Legend,10692,8221,5686,2623,129,622,false,13.3,52.0,0.24
1260,7475,Hand and Foot,521784,506144,18109,11196,2966,12435,false,8.0,52.0,0.24
1304,189489,Grand Bazaar,4832,3186,5078,1720,29,420,false,16.2,51.9,0.24
58,45,Perudo,71706,39405,53612,17757,914,1689,false,19.8,51.8,0.24
1154,6819,Skat,41874,35553,7608,4078,533,3709,false,12.1,51.7,0.24
1985,366327,Nacho Pile,5688,3031,6463,1867,42,192,false,14.5,51.3,0.24
1810,19971,Toepen,2141,597,1406,349,7,57,false,29.7,51.0,0.24
1351,259310,Sheep Boom Bah,18665,9385,9105,2858,198,744,false,14.0,50.9,0.24
1278,286062,Haiclue,123955,71560,104942,42574,2104,1928,false,19.4,50.8,0.24
1451,213953,Pyramid Poker,11779,8212,5437,2563,126,476,true,13.1,50.7,0.24
2034,419262,Mega Jackpot,25582,19441,13640,6809,298,796,false,17.2,50.6,0.24
1779,17521,Golf,301898,276462,25350,14680,3646,4308,false,10.4,50.4,0.24
2323,441764,Scratch and Catch,109895,102969,12226,7802,1859,2958,false,11.5,50.1,0.24
1979,143882,HUND,1124,593,1458,617,5,32,false,42.6,50.1,0.24
1210,245476,CuBirds,7394950,7144752,471961,325553,64664,24683,false,9.0,50.0,0.23
