bgg_id,name,comment
107529,Kingdom Builder,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
21790,Thurn and Taxis,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
54,Tikal,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
118048,Targi,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
12002,Jambo,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
178900,Codenames,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
219215,Werewords,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
263918,Cartographers: A Roll Player Tale,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
244522,That's Pretty Clever,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
262543,Wavelength,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
270673,Silver & Gold,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
264055,Draftosaurus,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
273477,Obscurio,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
181304,Mysterium,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
284108,Pictures,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
285533,Miyabi,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
283649,Deep Blue,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
9209,Ticket to Ride,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
263155,One Key,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
268620,Similo,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
262712,Res Arcana,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
127398,Legends of Andor,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
284083,The Crew: The Quest for Planet Nine,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
265736,Tiny Towns,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
269144,Hadara,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
241724,Villagers,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
275467,Letter Jam,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
277597,Fast Sloths,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
284435,Nova Luna,From article </Users/markus/Workspace/recommend-games-blog/content/posts/sdj_2020/index.md>
